Timestamp;Numpack;O1;O2;T3;T4;O1_raw;O2_raw;T3_raw;T4_raw;Timestamp_ms;label;bipolar_left;bipolar_right
1;0;0.008600022275513345;0.018931756419695318;0.0039826671515532375;0.048424341871920754;0;0;0;0;1717622145947;Noise
2;0;0.0012513874432834304;0.025217745105437395;0.00219502917663017;0.023794867552328847;0;0;0;0;1717622145947;Noise
3;1;-0.0018102487426965297;0.029092374529358644;0.013457446815760887;0.04356308852170665;0;0;0;0;1717622145993;Noise
4;1;-0.000842931040306194;0.026943615223150363;0.009419231312032705;0.039435198660984216;0;0;0;0;1717622145993;Noise
5;2;-0.0021284592115433654;0.02826748027522763;0.01051794364815839;0.036897171838226495;0;0;0;0;1717622145993;Noise
6;2;-0.006761690722298042;0.02533656881809332;0.01131907450110159;0.03822575746317547;0;0;0;0;1717622145993;Noise
7;3;-0.008036555288446934;0.021544242697689064;0.00851571759071934;0.03773292652557014;0;0;0;0;1717622146025;Noise
8;3;-0.0074319156054274416;0.02073729239966582;0.006370393769374871;0.03533083620066435;0;0;0;0;1717622146025;Noise
9;4;-0.008724599978739533;0.02007704409786193;0.005911176248661221;0.03428602867166752;0;0;0;0;1717622146025;Noise
10;4;-0.010193846628062886;0.018171476376751983;0.004498433171820082;0.033607511889224284;0;0;0;0;1717622146040;Noise
11;5;-0.010355291735855587;0.017183280574229798;0.002646143013739888;0.03163457521350921;0;0;0;0;1717622146087;Noise
12;5;-0.011140240899127463;0.017049759297250944;0.0021183916285920645;0.029892462717583612;0;0;0;0;1717622146087;Noise
13;6;-0.012975867503470795;0.01598649969501409;0.0019174515505540057;0.02931690100189499;0;0;0;0;1717622146087;Noise
14;6;-0.014185617228402947;0.014397737260605226;0.0008719173943667613;0.028654976824512346;0;0;0;0;1717622146087;Noise
15;7;-0.014687639137893171;0.013445374571382729;-0.000218891109987851;0.027472800344952475;0;0;0;0;1717622146087;Noise
16;7;-0.015545310634088594;0.012674809858474134;-0.0008379929040742695;0.02660450440428619;0;0;0;0;1717622146087;Noise
17;8;-0.01655729267783812;0.011524944293185513;-0.001652465379493151;0.025976527595055643;0;0;0;0;1717622146087;Noise
18;8;-0.017102066594297582;0.010560453243932955;-0.0027131769291486307;0.02500434583571831;0;0;0;0;1717622146087;Noise
19;9;-0.01758299215422454;0.010038171819147124;-0.0034447528037517827;0.023932548638541107;0;0;0;0;1717622146087;Noise
20;9;-0.018408508241819277;0.009398781305392845;-0.0039139598042226;0.023188905188675335;0;0;0;0;1717622146103;Noise
21;10;-0.0192252900979355;0.008527746305141193;-0.004530538103267645;0.022570623474436502;0;0;0;0;1717622146103;Noise
22;10;-0.019796012133042495;0.007781931373706641;-0.005222319924094165;0.021806656000826763;0;0;0;0;1717622146119;Noise
