Timestamp;Numpack;O1;O2;T3;T4;Timestamp_ms;label
1;0;-0.07728049972581838;-0.035594211191378775;-0.07032019645709654;-0.06960494003767018;1708552607846;Relax
2;0;-0.07754523996852872;-0.037115132441647;-0.07065398278616218;-0.06992003433230813;1708552607846;Relax
3;1;-0.07767989891042605;-0.03820575542998832;-0.07087409102830032;-0.0701321317025487;1708552607958;Relax
4;1;-0.07782867224566674;-0.039111365424504684;-0.07102248289345063;-0.07029196767040985;1708552607958;Relax
5;2;-0.07798087881172067;-0.03988613117802733;-0.07110793219369144;-0.07040144958634337;1708552607958;Relax
6;2;-0.07799079703407005;-0.04046215101447202;-0.07113196480938416;-0.07042815249266862;1708552607958;Relax
7;3;-0.07789695539184131;-0.040894356626850724;-0.071129675988842;-0.07041098633860239;1708552607958;Relax
8;3;-0.07780082492907041;-0.04129757051236202;-0.07110983954414324;-0.0703789428510121;1708552607958;Relax
9;4;-0.07776649262093795;-0.041695825286698615;-0.07106902224447464;-0.07034575495315071;1708552607958;Relax
10;4;-0.07776763703120902;-0.042095605941396656;-0.07100226497866152;-0.07030951529456644;1708552607958;Relax
11;5;-0.07766273275635982;-0.04239467849223947;-0.07091300097751711;-0.0702301695157714;1708552607958;Relax
12;5;-0.07748458622416136;-0.04259914646067282;-0.07082068521564981;-0.07012907994182581;1708552607958;Relax
13;6;-0.07731292468349904;-0.04280323295901581;-0.0707169253510717;-0.07002455713706697;1708552607958;Relax
14;6;-0.07722671244307751;-0.04305996232982858;-0.07061240254631286;-0.06992461197339246;1708552607958;Relax
15;7;-0.07718322485277639;-0.04331402141000882;-0.07050978709200582;-0.06984221443387455;1708552607958;Relax
16;7;-0.07706763941539709;-0.04350666380564099;-0.07040106811625302;-0.06973540280857354;1708552607958;Relax
17;8;-0.07685859380587941;-0.04361767160193596;-0.07027709033688577;-0.06959769210595332;1708552607958;Relax
18;8;-0.07665908494862075;-0.04373363850940562;-0.0701554013780607;-0.06947180697613428;1708552607958;Relax
19;9;-0.07656181007557876;-0.04390797034070047;-0.07003829006031996;-0.06936613976110435;1708552607958;Relax
20;9;-0.0765023007414825;-0.04410366449705553;-0.06992575638366355;-0.0692608540161648;1708552607958;Relax
21;10;-0.07636153827813938;-0.04423031256705529;-0.06979834537348306;-0.06912772095462891;1708552607958;Relax
22;10;-0.07615783324988676;-0.044296306892687695;-0.0696667381923086;-0.06898733996137615;1708552607958;Relax
23;11;-0.07597510907660396;-0.044364971508952626;-0.06954237894285101;-0.06886107336146675;1708552607958;Relax
24;11;-0.07587974155401378;-0.044500393391030686;-0.0694229788045681;-0.06875159144553322;1708552607958;Relax
25;12;-0.0758057363564838;-0.04466289964952436;-0.0692986195551105;-0.06865050187158764;1708552607958;Relax
26;12;-0.07565505567079131;-0.04475368953103021;-0.06916701237393606;-0.06852804997258184;1708552607958;Relax
27;13;-0.07546126886488806;-0.04478954771952412;-0.06904074577402666;-0.06839644279140739;1708552607974;Relax
28;13;-0.07527625587106311;-0.04482807619865055;-0.0689160050544787;-0.06826407267005222;1708552607974;Relax
29;14;-0.07517402188684644;-0.044941372815487685;-0.06879927520682831;-0.06815611663448012;1708552607974;Relax
30;14;-0.07512252342464774;-0.04507908351810791;-0.06869475240206947;-0.0680641823427032;1708552607974;Relax
31;15;-0.07499969005555158;-0.045148129604463204;-0.06857458932360584;-0.06795203013613714;1708552607974;Relax
32;15;-0.07480514030946761;-0.04517483251078845;-0.0684487041937868;-0.06781317502324584;1708552607974;Relax
33;16;-0.07462012731564266;-0.04519352454521613;-0.06833082993586534;-0.06768309372243282;1708552607974;Relax
34;16;-0.07452475979305248;-0.0452850773669027;-0.0682224924302029;-0.06758581884939084;1708552607974;Relax
35;17;-0.0744797463223899;-0.045407910735998855;-0.0681194955058055;-0.06749464749779463;1708552607974;Relax
36;17;-0.07435195384211907;-0.045460172138378274;-0.06799933242734187;-0.06737372147915027;1708552607974;Relax
37;18;-0.07416541496793268;-0.045464749779462604;-0.06788450993014329;-0.06724859928951196;1708552607990;Relax
38;18;-0.0739903201964571;-0.045481152993348116;-0.06777159478339652;-0.0671307250315905;1708552607990;Relax
39;19;-0.07391250029802351;-0.045565076413227476;-0.06767279402999309;-0.06703955367999428;1708552607990;Relax
40;19;-0.07387015711799347;-0.04568066185060678;-0.06757056004577641;-0.06695067114894022;1708552607990;Relax
41;20;-0.07374884962925876;-0.045725675321269345;-0.06746260401020433;-0.06684233364327778;1708552608006;Relax
42;20;-0.07357795102877715;-0.04572758267172115;-0.06736075149607801;-0.06672522232553704;1708552608006;Relax
