"_id";"timestamp";"experiment";"O1";"O2";"T3";"T4";"timestamp_ms";"label"
;"2024-03-06T21:20:53.028Z";"1";"0.0";"0.0";;;"1709760052814";"Noise"
;"2024-03-06T21:20:53.042Z";"1";"0.0";"0.0";;;"1709760053041";"Noise"
;"2024-03-06T21:20:53.047Z";"1";"0.0";"0.0";;;"1709760053047";"Noise"
;"2024-03-06T21:20:53.052Z";"1";"0.0";"0.0";;;"1709760053051";"Noise"
;"2024-03-06T21:20:53.056Z";"1";"0.0";"0.0";;;"1709760053056";"Noise"
;"2024-03-06T21:20:53.061Z";"1";"0.0";"0.0";;;"1709760053061";"Noise"
;"2024-03-06T21:20:53.066Z";"1";"0.0";"0.0";;;"1709760053066";"Noise"
;"2024-03-06T21:20:53.071Z";"1";"0.0";"0.0";;;"1709760053071";"Noise"
;"2024-03-06T21:20:53.076Z";"1";"0.0";"0.0";;;"1709760053076";"Noise"
;"2024-03-06T21:20:53.081Z";"1";"0.0";"0.0";;;"1709760053081";"Noise"
;"2024-03-06T21:20:53.087Z";"1";"0.0";"0.0";;;"1709760053086";"Noise"
;"2024-03-06T21:20:53.093Z";"1";"0.0";"0.0";;;"1709760053092";"Noise"
;"2024-03-06T21:20:53.099Z";"1";"0.0";"0.0";;;"1709760053098";"Noise"
;"2024-03-06T21:20:53.105Z";"1";"0.0";"0.0";;;"1709760053104";"Noise"
;"2024-03-06T21:20:53.111Z";"1";"0.0";"0.0";;;"1709760053110";"Noise"
;"2024-03-06T21:20:53.117Z";"1";"0.0";"0.0";;;"1709760053116";"Noise"
;"2024-03-06T21:20:53.122Z";"1";"0.0";"0.0";;;"1709760053122";"Noise"
;"2024-03-06T21:20:53.128Z";"1";"0.0";"0.0";;;"1709760053128";"Noise"
;"2024-03-06T21:20:53.134Z";"1";"0.0";"0.0";;;"1709760053134";"Noise"
;"2024-03-06T21:20:53.140Z";"1";"0.0";"0.0";;;"1709760053139";"Noise"
;"2024-03-06T21:20:53.146Z";"1";"0.0";"0.0";;;"1709760053145";"Noise"
;"2024-03-06T21:20:53.151Z";"1";"0.0";"0.0";;;"1709760053151";"Noise"
;"2024-03-06T21:20:53.157Z";"1";"0.0";"0.0";;;"1709760053157";"Noise"
;"2024-03-06T21:20:53.163Z";"1";"0.0";"0.0";;;"1709760053163";"Noise"
;"2024-03-06T21:20:53.169Z";"1";"0.0";"0.0";;;"1709760053168";"Noise"
;"2024-03-06T21:20:53.174Z";"1";"0.0";"0.0";;;"1709760053174";"Noise"
;"2024-03-06T21:20:53.181Z";"1";"0.0";"0.0";;;"1709760053180";"Noise"
;"2024-03-06T21:20:53.186Z";"1";"0.0";"0.0";;;"1709760053186";"Noise"
;"2024-03-06T21:20:53.192Z";"1";"0.0";"0.0";;;"1709760053192";"Noise"
;"2024-03-06T21:20:53.198Z";"1";"0.0";"0.0";;;"1709760053198";"Noise"
;"2024-03-06T21:20:53.204Z";"1";"0.0";"0.0";;;"1709760053203";"Noise"
;"2024-03-06T21:20:53.210Z";"1";"0.0";"0.0";;;"1709760053209";"Noise"
;"2024-03-06T21:20:53.215Z";"1";"0.0";"0.0";;;"1709760053215";"Noise"
;"2024-03-06T21:20:53.221Z";"1";"0.0";"0.0";;;"1709760053221";"Noise"
;"2024-03-06T21:20:53.227Z";"1";"0.0";"0.0";;;"1709760053226";"Noise"
;"2024-03-06T21:20:53.234Z";"1";"0.0";"0.0";;;"1709760053233";"Noise"
;"2024-03-06T21:20:53.240Z";"1";"0.0";"0.0";;;"1709760053239";"Noise"
;"2024-03-06T21:20:53.245Z";"1";"0.0";"0.0";;;"1709760053245";"Noise"
;"2024-03-06T21:20:53.251Z";"1";"0.0";"0.0";;;"1709760053251";"Noise"
;"2024-03-06T21:20:53.257Z";"1";"0.0";"0.0";;;"1709760053256";"Noise"
;"2024-03-06T21:20:53.262Z";"1";"0.0";"0.0";;;"1709760053262";"Noise"
;"2024-03-06T21:20:53.269Z";"1";"0.0";"0.0";;;"1709760053268";"Noise"
;"2024-03-06T21:20:53.276Z";"1";"0.0";"0.0";;;"1709760053275";"Noise"
;"2024-03-06T21:20:53.282Z";"1";"0.0";"0.0";;;"1709760053281";"Noise"
;"2024-03-06T21:20:53.288Z";"1";"0.0";"0.0";;;"1709760053287";"Noise"
;"2024-03-06T21:20:53.294Z";"1";"0.0";"0.0";;;"1709760053293";"Noise"
;"2024-03-06T21:20:53.300Z";"1";"0.0";"0.0";;;"1709760053299";"Noise"
;"2024-03-06T21:20:53.306Z";"1";"0.0";"0.0";;;"1709760053305";"Noise"
;"2024-03-06T21:20:53.312Z";"1";"0.0";"0.0";;;"1709760053311";"Noise"
;"2024-03-06T21:20:53.317Z";"1";"0.0";"0.0";;;"1709760053317";"Noise"
;"2024-03-06T21:20:53.323Z";"1";"0.0";"0.0";;;"1709760053323";"Noise"
;"2024-03-06T21:20:53.329Z";"1";"0.0";"0.0";;;"1709760053328";"Noise"
;"2024-03-06T21:20:53.335Z";"1";"0.0";"0.0";;;"1709760053334";"Noise"
;"2024-03-06T21:20:53.340Z";"1";"0.0";"0.0";;;"1709760053340";"Noise"
;"2024-03-06T21:20:53.346Z";"1";"0.0";"0.0";;;"1709760053346";"Noise"
;"2024-03-06T21:20:53.352Z";"1";"0.0";"0.0";;;"1709760053352";"Noise"
;"2024-03-06T21:20:53.358Z";"1";"0.0";"0.0";;;"1709760053357";"Noise"
;"2024-03-06T21:20:53.364Z";"1";"0.0";"0.0";;;"1709760053364";"Noise"
;"2024-03-06T21:20:53.370Z";"1";"0.0";"0.0";;;"1709760053370";"Noise"
;"2024-03-06T21:20:53.376Z";"1";"0.0";"0.0";;;"1709760053375";"Noise"
