Timestamp;Numpack;O1;O2;T3;T4;Timestamp_ms;label
1;0;-0.00446206816207976;-0.019823244540272816;-0.044264816822997634;-0.07632668928914227;1709587263991;Noise
2;0;-0.11637111532206224;-0.14957460833163083;-0.15914006377969492;-0.14995108058732987;1709587264007;Noise
3;1;-0.13503144747207196;-0.116887474834658;-0.09912218333021716;-0.09415254282684415;1709587264069;Noise
4;1;-0.10274653696437497;-0.10680808172055833;-0.09712826628052085;-0.0867875208545339;1709587264069;Noise
5;2;-0.08498204558007671;-0.08171935188027035;-0.07077606417380267;-0.06294824633415885;1709587264069;Noise
6;2;-0.06338639225056042;-0.0601155985395998;-0.048096304172361215;-0.04054393116193111;1709587264069;Noise
7;3;-0.043392823041301654;-0.04275739532475242;-0.031074618079905747;-0.021620485232723752;1709587264069;Noise
8;3;-0.02321401606787532;-0.024091530626101587;-0.015247569669739391;-0.00697560948265874;1709587264069;Noise
9;4;-0.007576426402224001;-0.007512797696044515;0.0006061955892207038;0.007266048321724838;1709587264069;Noise
10;4;0.005615186314905429;0.005464761587980149;0.013680236704274762;0.020350152272705202;1709587264069;Noise
11;5;0.018309700560791953;0.017132401323024737;0.024123745601372093;0.03031739624309182;1709587264069;Noise
12;5;0.028679995071243525;0.0276648410974758;0.03368947137616374;0.03842649342755067;1709587264069;Noise
13;6;0.03610715230016126;0.035362013613749355;0.04163209734343809;0.04583344322685434;1709587264084;Noise
14;6;0.042461172756446786;0.040942775713986634;0.047148821142215525;0.05164316224443155;1709587264084;Noise
15;7;0.04818629036563493;0.045938379228033455;0.05129971101996489;0.055469225490426766;1709587264115;Noise
16;7;0.052124870353736696;0.04981576263618592;0.05466849867919166;0.058208143477514795;1709587264115;Noise
17;8;0.05445795370080475;0.05192122859138237;0.05655585549173736;0.05985869101701269;1709587264115;Noise
18;8;0.05579544819606497;0.05277823348308175;0.056955690047800545;0.060160428442046054;1709587264115;Noise
19;9;0.05625533459559051;0.053142275860111;0.05681355133279453;0.05955223712625468;1709587264115;Noise
20;9;0.05558945207008037;0.052601186474390715;0.05616575382852318;0.05853829009517142;1709587264115;Noise
21;10;0.05422791378808256;0.051070932577687245;0.0545764923836316;0.05687415626972836;1709587264115;Noise
22;10;0.052387547484912034;0.048932245198443525;0.0521310627514282;0.05428769333991568;1709587264115;Noise
23;11;0.0498016076405321;0.04626326638710054;0.04922192675594772;0.05117419525369371;1709587264115;Noise
24;11;0.04664483646386941;0.04310853588768282;0.046010022330122524;0.047895935675327905;1709587264115;Noise
25;12;0.04331777038527207;0.03969474377660731;0.042502528808213924;0.04438934135784223;1709587264115;Noise
26;12;0.03986324699194199;0.03617667505740485;0.038793748601491984;0.04055471891932427;1709587264115;Noise
