_id;experiment;timestamp;timestamp_ms;signal_eeg_01;signal_eeg_02;signal_eeg_t3;signal_eeg_t4;resistance_eeg_01;resistance_eeg_02;resistance_eeg_t3;resistance_eeg_t4;label
;20240130101353;20240130_10:13:54,829;1706649234829;2,56412;-6,40778;0,060721;0,405329;;;;;RELAX
;20240130101353;20240130_10:13:54,848;1706649234848;4,03934;-5,02268;2,17066;-0,346071;;;;;RELAX
;20240130101353;20240130_10:13:54,860;1706649234860;4,53518;-5,30571;1,89631;-0,0197659;;;;;RELAX
;20240130101353;20240130_10:13:54,876;1706649234876;1,50992;-4,67672;0,437239;-0,00890274;;;;;RELAX
;20240130101353;20240130_10:13:54,892;1706649234892;0,13472;-5,61377;1,03079;0,168837;;;;;RELAX
;20240130101353;20240130_10:13:54,912;1706649234912;2,93596;-5,54088;0,822218;-0,025712;;;;;RELAX
;20240130101353;20240130_10:13:54,927;1706649234927;2,09831;-0,53323;0,532529;-0,0101311;;;;;RELAX
;20240130101353;20240130_10:13:54,944;1706649234944;0,12477;-5,55807;0,815101;-0,299588;;;;;RELAX
;20240130101353;20240130_10:13:54,960;1706649234960;2,22427;-4,95228;1,25799;-1,70145;;;;;RELAX
;20240130101353;20240130_10:13:54,976;1706649234976;2,22427;-4,75617;0,0166154;-1,70145;;;;;RELAX
;20240130101353;20240130_10:13:54,995;1706649234995;1,30595;-4,40485;-0,149326;1,12908;;;;;RELAX
;20240130101353;20240130_10:13:55,010;1706649235010;1,38192;-4,15826;0,699883;0,711228;;;;;RELAX
;20240130101353;20240130_10:13:55,026;1706649235026;0,874373;-5,17262;0,604482;0,114774;;;;;RELAX
;20240130101353;20240130_10:13:55,043;1706649235043;0,892219;-5,93791;0,655238;-1,97322;;;;;RELAX
;20240130101353;20240130_10:13:55,061;1706649235061;0,545101;-4,90696;-0,327248;-0,578251;;;;;RELAX
;20240130101353;20240130_10:13:55,075;1706649235075;0,399964;-4,76265;-1,38391;-1,04005;;;;;RELAX
;20240130101353;20240130_10:13:55,092;1706649235092;1,34534;-0,42434;0,826319;0,0207351;;;;;RELAX
;20240130101353;20240130_10:13:55,120;1706649235120;-1,46227;-5,80096;0,0357017;-0,972182;;;;;RELAX
;20240130101353;20240130_10:13:55,142;1706649235142;0,533664;-5,75862;1,19712;-1,30869;;;;;RELAX
;20240130101353;20240130_10:13:55,159;1706649235159;0,602628;-4,91548;0,028289;-0,137967;;;;;RELAX
;20240130101353;20240130_10:13:55,176;1706649235176;-0,990662;-4,35856;-2,06582;-1,83317;;;;;RELAX
;20240130101353;20240130_10:13:55,198;1706649235198;-3,06468;-0,69981;-2,04556;-0,267275;;;;;RELAX
;20240130101353;20240130_10:13:55,211;1706649235211;-3,85531;-9,80951;-1,50776;-2,92137;;;;;RELAX
;20240130101353;20240130_10:13:55,236;1706649235236;-1,58366;-7,99819;-2,19196;-3,26732;;;;;RELAX
;20240130101353;20240130_10:13:55,246;1706649235246;-1,40743;-6,93641;-0,274915;-3,32371;;;;;RELAX
;20240130101353;20240130_10:13:55,262;1706649235262;-3,03952;-6,20834;-2,12114;-1,40893;;;;;RELAX
;20240130101353;20240130_10:13:55,275;1706649235275;-1,48588;-5,72908;-0,682942;-1,24771;;;;;RELAX
;20240130101353;20240130_10:13:55,294;1706649235294;-1,56211;-0,46198;-0,165882;-1,89346;;;;;RELAX
;20240130101353;20240130_10:13:55,310;1706649235310;-1,11126;-4,21001;0,177214;0,503728;;;;;RELAX
;20240130101353;20240130_10:13:55,328;1706649235328;0,0444393;-2,65175;-0,541298;-0,791313;;;;;RELAX
;20240130101353;20240130_10:13:55,344;1706649235344;0,849027;-3,72483;0,922285;1,10412;;;;;RELAX
;20240130101353;20240130_10:13:55,359;1706649235359;-2,88724;-2,93158;0,085704;0,0770812;;;;;RELAX
;20240130101353;20240130_10:13:55,379;1706649235379;-2,23336;-4,11137;0,185289;-0,0101643;;;;;RELAX
;20240130101353;20240130_10:13:55,392;1706649235392;0,826909;-2,48598;0,187797;1,37213;;;;;RELAX
