Timestamp;Numpack;O1;O2;T3;T4;Timestamp_ms;label
1;0;-0,213736929;-0,177699068;-0,186670481;-0,164676442;1,70855E+12;Relax
2;0;-0,201237298;-0,165199437;-0,174170851;-0,152176811;1,70855E+12;Relax
3;1;-0,166713111;-0,138686122;-0,14562697;-0,128502015;1,70855E+12;Relax
4;1;-0,15421348;-0,126186491;-0,133127339;-0,116002384;1,70855E+12;Relax
5;2;-0,11841442;-0,098351382;-0,103428749;-0,091196529;1,70855E+12;Relax
6;2;-0,105914789;-0,086539923;-0,091001597;-0,080243378;1,70855E+12;Relax
7;3;-0,093330091;-0,07759979;-0,081516725;-0,071915123;1,70855E+12;Relax
8;3;-0,085085759;-0,070771857;-0,074316477;-0,065572801;1,70855E+12;Relax
9;4;-0,081332475;-0,06761214;-0,071046134;-0,062667906;1,70855E+12;Relax
10;4;-0,080794984;-0,067112414;-0,070580359;-0,062235319;1,70855E+12;Relax
11;5;-0,080521851;-0,066882388;-0,070330115;-0,062021315;1,70855E+12;Relax
12;5;-0,080252915;-0,066721408;-0,070088263;-0,061845457;1,70855E+12;Relax
13;6;-0,079983215;-0,066533724;-0,069848699;-0,061657392;1,70855E+12;Relax
14;6;-0,079716568;-0,066270891;-0,069622106;-0,061443769;1,70855E+12;Relax
15;7;-0,079459838;-0,066010729;-0,069406194;-0,061234723;1,70855E+12;Relax
16;7;-0,079200439;-0,065805116;-0,069187993;-0,061045133;1,70855E+12;Relax
17;8;-0,078975753;-0,065663973;-0,068975896;-0,060883771;1,70855E+12;Relax
18;8;-0,078720168;-0,065480104;-0,068758839;-0,060700665;1,70855E+12;Relax
19;9;-0,078479842;-0,065251985;-0,068556279;-0,060500012;1,70855E+12;Relax
20;9;-0,078270415;-0,065011277;-0,068365925;-0,060301647;1,70855E+12;Relax
21;10;-0,078051832;-0,064831986;-0,068168324;-0,060132656;1,70855E+12;Relax
22;10;-0,077817991;-0,064700761;-0,067963474;-0,059982357;1,70855E+12;Relax
23;11;-0,077590253;-0,064531388;-0,06776511;-0,059815273;1,70855E+12;Relax
24;11;-0,077378156;-0,064314331;-0,067593067;-0,059634838;1,70855E+12;Relax
25;12;-0,077187802;-0,064098801;-0,06742255;-0,059460887;1,70855E+12;Relax
26;12;-0,077001645;-0,063941254;-0,067241351;-0,059313258;1,70855E+12;Relax
27;13;-0,076793362;-0,063828338;-0,06706206;-0,059184703;1,70855E+12;Relax
28;13;-0,076588894;-0,063686813;-0,066886584;-0,059039363;1,70855E+12;Relax
29;14;-0,076395489;-0,063491119;-0,066720263;-0,058876857;1,70855E+12;Relax
30;14;-0,076213528;-0,063289703;-0,06656882;-0,058717021;1,70855E+12;Relax
31;15;-0,076026989;-0,063133681;-0,066402117;-0,058576258;1,70855E+12;Relax
32;15;-0,075862194;-0,063046706;-0,066236559;-0,058472498;1,70855E+12;Relax
33;16;-0,075668026;-0,06291281;-0,066071383;-0,058340128;1,70855E+12;Relax
34;16;-0,075481487;-0,062730086;-0,065926424;-0,058194025;1,70855E+12;Relax
35;17;-0,075314021;-0,062540877;-0,065786424;-0,058047541;1,70855E+12;Relax
36;17;-0,07516067;-0,062409651;-0,065643373;-0,057924707;1,70855E+12;Relax
37;18;-0,075002742;-0,062329161;-0,065494218;-0,057822855;1,70855E+12;Relax
38;18;-0,074829173;-0,062219298;-0,065352693;-0,057706125;1,70855E+12;Relax
39;19;-0,074676203;-0,062064039;-0,065229478;-0,057573755;1,70855E+12;Relax
40;19;-0,074533152;-0,061890852;-0,065103593;-0,057438333;1,70855E+12;Relax
41;20;-0,074380946;-0,061763822;-0,064963593;-0,057320459;1,70855E+12;Relax
42;20;-0,074243616;-0,061699735;-0,064830079;-0,057232721;1,70855E+12;Relax
43;21;-0,07409408;-0,06161009;-0,064704575;-0,05713659;1,70855E+12;Relax
44;21;-0,073936914;-0,061446439;-0,064574112;-0,057002694;1,70855E+12;Relax
45;22;-0,073802255;-0,061274396;-0,064454712;-0,056869943;1,70855E+12;Relax
46;22;-0,073662637;-0,061157666;-0,064328064;-0,056764657;1,70855E+12;Relax
47;23;-0,073518823;-0,061095868;-0,064194931;-0,056681115;1,70855E+12;Relax
48;23;-0,073365854;-0,061003934;-0,064067902;-0,056583459;1,70855E+12;Relax
49;24;-0,073229287;-0,060857449;-0,06395079;-0,056464058;1,70855E+12;Relax
50;24;-0,073100732;-0,06070448;-0,063846268;-0,056350762;1,70855E+12;Relax
51;25;-0,072992776;-0,060604916;-0,063736023;-0,056258065;1,70855E+12;Relax
52;25;-0,072870324;-0,060549603;-0,063612045;-0,056181008;1,70855E+12;Relax
53;26;-0,072723458;-0,06046568;-0,063497222;-0,056090218;1,70855E+12;Relax
54;26;-0,072612832;-0,060337506;-0,063397659;-0,055988365;1,70855E+12;Relax
55;27;-0,072494576;-0,060191021;-0,063297714;-0,055881554;1,70855E+12;Relax
56;27;-0,072391198;-0,060101376;-0,063199294;-0,055796104;1,70855E+12;Relax
57;28;-0,07227256;-0,060054073;-0,063091338;-0,055728203;1,70855E+12;Relax
58;28;-0,072163078;-0,059991512;-0,062999022;-0,055656105;1,70855E+12;Relax
59;29;-0,072051689;-0,059867916;-0,062909758;-0,055558067;1,70855E+12;Relax
60;29;-0,071939918;-0,059729061;-0,062821257;-0,055452018;1,70855E+12;Relax
61;30;-0,071839973;-0,059645137;-0,062731993;-0,055373817;1,70855E+12;Relax
62;30;-0,071732399;-0,059608135;-0,062631285;-0,055311637;1,70855E+12;Relax
63;31;-0,071623298;-0,059540996;-0,06253897;-0,055241065;1,70855E+12;Relax
64;31;-0,071530983;-0,059425029;-0,062460387;-0,055150275;1,70855E+12;Relax
65;32;-0,071427223;-0,059297237;-0,062378752;-0,055051093;1,70855E+12;Relax
66;32;-0,071345207;-0,059230098;-0,062297499;-0,054988151;1,70855E+12;Relax
