Timestamp;Numpack;O1;O2;T3;T4;O1_raw;O2_raw;T3_raw;T4_raw;Timestamp_ms;label;bipolar_left;bipolar_right
1;0;-0.04207874523275959;-0.0554116871179699;-0.06275778686803363;-0.06267281555267279;0;0;0;0;1717619582925;Noise;0.004571583343414707;0.012717280966461842
2;0;-0.0439186211761049;-0.045470467118580604;-0.04721790485716593;-0.0486434441859247;0;0;0;0;1717619582925;Noise;-0.005666501443267524;-0.003114863596584083
3;1;-0.037605205093452554;-0.03837372407466333;-0.040757572452863045;-0.04351586022497145;0;0;0;0;1717619582987;Noise;-0.0010549547896578915;-0.004688137643092283
4;1;-0.032156572111368575;-0.03383495163227934;-0.03575603651394488;-0.03751063529999854;0;0;0;0;1717619582987;Noise;-0.00201841352394716;-0.004631691816284089
5;2;-0.026640964126070088;-0.027759489393488934;-0.029977316186936775;-0.03251725331917754;0;0;0;0;1717619582987;Noise;-0.0013192665105314916;-0.0046358427309556305
6;2;-0.021309952809517085;-0.022602097537792076;-0.02516217364070883;-0.0279355060544475;0;0;0;0;1717619583003;Noise;-0.0016118250768073494;-0.004734887336020677
7;3;-0.017131578890037247;-0.017770522844251957;-0.01980420626398427;-0.023043043990519152;0;0;0;0;1717619583019;Noise;-0.0020935329710880524;-0.003983029806086336
8;3;-0.012609826035529181;-0.013593067420529792;-0.015615967344501769;-0.01876566922358336;0;0;0;0;1717619583035;Noise;-0.002045749064642166;-0.004230656221849927
9;4;-0.008545762003180357;-0.00967917123212203;-0.011665097654642409;-0.014697657173911693;0;0;0;0;1717619583051;Noise;-0.0019662006697558354;-0.004255388130175675
10;4;-0.004483909464184421;-0.005671184199613322;-0.008035719435923738;-0.011301497039568176;0;0;0;0;1717619583051;Noise;-0.0016951091837853483;-0.004452216597556458
11;5;-0.0010887368184455681;-0.0021029374803589462;-0.004456510490712162;-0.00791643227574923;0;0;0;0;1717619583051;Noise;-0.001915829893007981;-0.004193252595868557
12;5;0.002065584644583396;0.0011697829138768157;-0.0011683542222726828;-0.0048306808778875165;0;0;0;0;1717619583099;Noise;-0.0019834315892524046;-0.004047382185405013
13;6;0.004898201455119988;0.00396371962659714;0.0016999463394142822;-0.0019863629333656263;0;0;0;0;1717619583131;Noise;-0.002071239601804109;-0.0039418168633176265
14;6;0.007540000873746067;0.0065555705817246235;0.004266670698683583;0.0005125534141257049;0;0;0;0;1717619583147;Noise;-0.0020141316742012805;-0.003947528188660954
15;7;0.009980058257923474;0.008921190234303822;0.006587656083240745;0.0028157212199175774;0;0;0;0;1717619583147;Noise;-0.001987789018443209;-0.0039915586808092485
16;7;0.012176209006753425;0.011104333364812646;0.008718435919405465;0.00489329149033324;0;0;0;0;1717619583147;Noise;-0.0019379944185402564;-0.003988486760221122
17;8;0.014123329809933693;0.013047838457822536;0.010613240129828228;0.006730454125147389;0;0;0;0;1717619583163;Noise;-0.0019163903365608803;-0.0039505525178640255
18;8;0.01578450204027604;0.014722745846029284;0.012261693308289523;0.008297772368166534;0;0;0;0;1717619583195;Noise;-0.0019221080530371637;-0.003864466020445434
19;9;0.017234482857929834;0.016159064721023242;0.013674536483279098;0.009639091860208282;0;0;0;0;1717619583195;Noise;-0.001938471074709014;-0.0038199619059469114
20;9;0.01851985302545245;0.017425625556882096;0.014935936863082588;0.01086212740551673;0;0;0;0;1717619583195;Noise;-0.0019443541168584488;-0.003818908339042082
21;10;0.01964759657613513;0.018523848183917835;0.01602446328683982;0.011941234132791578;0;0;0;0;1717619583195;Noise;-0.0019117585765684453;-0.0038300477732491345
22;10;0.020584751065200635;0.019433635160964968;0.016916739980842976;0.012827134743133684;0;0;0;0;1717619583195;Noise;-0.001869553542178437;-0.0038134388667003805
23;11;0.021322157723886903;0.020142892889680297;0.017586311671323074;0.013466031012455915;0;0;0;0;1717619583227;Noise;-0.0018335646652190007;-0.003780876868120231
24;11;0.021883519614448232;0.02068086964396798;0.018080227432164975;0.01391298319742873;0;0;0;0;1717619583227;Noise;-0.0018261196357798326;-0.003757579677596823
25;12;0.0223310315237768;0.02112559633883393;0.018503632180227214;0.014295339263640017;0;0;0;0;1717619583227;Noise;-0.0018331835585740919;-0.0037602598779926666
26;12;0.022662542570515143;0.021457913383130744;0.018838908222733153;0.014616825586756477;0;0;0;0;1717619583227;Noise;-0.0018252748804457042;-0.0037559615393547574
27;13;0.022850705447581277;0.021630094740885397;0.019010032336495897;0.014787716152795838;0;0;0;0;1717619583227;Noise;-0.0017967270309213745;-0.003730529792846937
28;13;0.022893434199147578;0.021637207169419526;0.018989068685243637;0.014752651691708252;0;0;0;0;1717619583243;Noise;-0.0017689232356588036;-0.0037044476675305305
29;14;0.02283514986385171;0.021555337355437132;0.01887095756006829;0.01460585628234412;0;0;0;0;1717619583243;Noise;-0.0017596408365534444;-0.003707018780346516
30;14;0.022702003977713048;0.021415866062284294;0.018710056550844456;0.014421023326065097;0;0;0;0;1717619583243;Noise;-0.0017582369183628543;-0.0037194406717731
31;15;0.02249524181218021;0.021216162196424193;0.01851202764635218;0.014215224721851882;0;0;0;0;1717619583243;Noise;-0.0017511562781464818;-0.003718902319803874
32;15;0.022186795852064733;0.020901063358166994;0.018196414902490687;0.013898558229925584;0;0;0;0;1717619583259;Noise;-0.001730089524869527;-0.003694569523759128
