Timestamp;ALPHA_INDEX;BETA_INDEX;DELTA_INDEX;EEG_O1_VAL;EEG_O2_VAL;EEG_T3_VAL;EEG_T4_VAL;LABEL;SIGNAL_O1_VAL;SIGNAL_O2_VAL;SIGNAL_T3_VAL;SIGNAL_T4_VAL;THETA_INDEX;TIMESTAMP_MS
09/09/2023 16:36;0,026715908;0,016057034;0,92679516;-5,30E-05;-3,32E-05;-2,89E-05;-3,19E-05;2;-0,165927664;-0,161993563;-0,167889564;-0,136999261;0,030431898;1,69427E+12
09/09/2023 16:36;0,026000008;0,015710749;0,928219496;1,08E-05;-4,32E-05;-2,20E-05;-5,62E-06;2;-0,165975347;-0,162052309;-0,167969673;-0,137030541;0,030069747;1,69427E+12
09/09/2023 16:36;0,025630262;0,015553152;0,928938465;0,000113302;7,37E-05;6,50E-05;7,55E-05;2;-0,165845266;-0,16194359;-0,167935722;-0,136905801;0,029878121;1,69427E+12
09/09/2023 16:36;0,024902076;0,015268665;0,930335968;3,87E-05;3,51E-05;1,38E-05;3,38E-05;2;-0,165880743;-0,161951982;-0,167999809;-0,136894357;0,029493291;1,69427E+12
09/09/2023 16:36;0,024151533;0,015025356;0,931786161;-8,96E-05;-7,42E-05;-6,81E-05;-6,52E-05;2;-0,166060797;-0,162122881;-0,168189781;-0,137033212;0,02903695;1,69427E+12
09/09/2023 16:36;0,023803214;0,014930152;0,932502028;4,79E-05;6,86E-05;8,95E-05;4,60E-05;2;-0,166011206;-0,162035524;-0,168094032;-0,136956155;0,028764605;1,69427E+12
09/09/2023 16:36;0,023090506;0,014758684;0,933879171;7,72E-05;9,23E-05;0,000117832;9,30E-05;2;-0,165896383;-0,161888658;-0,167973869;-0,136798226;0,02827164;1,69427E+12
09/09/2023 16:36;0,022746154;0,014696294;0,934549777;4,05E-05;3,73E-05;5,92E-05;0,000111791;2;-0,165863577;-0,161846697;-0,167894142;-0,136624276;0,028007774;1,69427E+12
09/09/2023 16:36;0,022122368;0,014635505;0,935784456;-2,50E-05;-1,01E-05;1,32E-05;7,79E-05;2;-0,165845266;-0,16182152;-0,167847221;-0,136446129;0,027457671;1,69427E+12
09/09/2023 16:36;0,021814952;0,014634832;0,936340536;2,82E-06;-4,48E-05;-1,17E-05;5,89E-05;2;-0,165808264;-0,161817705;-0,167794197;-0,136233269;0,02720968;1,69427E+12
09/09/2023 16:36;0,021539421;0,014674243;0,936812032;-1,94E-05;-4,32E-05;-3,33E-05;9,99E-05;2;-0,165805593;-0,161834871;-0,167778175;-0,13591169;0,026974304;1,69427E+12
09/09/2023 16:36;0,021028217;0,01481692;0,937626162;-1,50E-05;-1,54E-05;-1,41E-05;6,04E-05;2;-0,165800634;-0,161839067;-0,167748039;-0,135628639;0,026528701;1,69427E+12
09/09/2023 16:36;0,020805425;0,014931807;0,93793909;-2,59E-05;-1,04E-05;-3,53E-05;6,00E-05;0;-0,165822759;-0,161836778;-0,167759102;-0,135276161;0,026323677;1,69427E+12
09/09/2023 16:36;0,0204352;0,015255321;0,938210128;-2,75E-05;2,99E-06;-3,36E-05;0.000000524607976437109;0;-0,165852514;-0,161824953;-0,167772072;-0,134978232;0,026099351;1,69427E+12
09/09/2023 16:36;0,020287189;0,015464976;0,938203673;-1,45E-05;2,07E-05;-4,86E-06;-0,000101185;0;-0,165860525;-0,161791765;-0,167761009;-0,134825263;0,026044161;1,69427E+12
09/09/2023 16:36;0,019994953;0,015869138;0,938341227;8,70E-06;9,97E-06;1,91E-05;-0,00015653;0;-0,165868154;-0,161766969;-0,167734306;-0,134781012;0,025794682;1,69427E+12
09/09/2023 16:36;0,019856372;0,016073063;0,938354692;2,12E-06;8,34E-06;3,08E-05;-0,000124454;0;-0,165896383;-0,161742174;-0,167706077;-0,134729132;0,025715873;1,69427E+12
09/09/2023 16:36;0,019641805;0,016470677;0,938408818;4,36E-05;-7,50E-06;-8,46E-06;-5,70E-05;0;-0,165836111;-0,161737978;-0,167703026;-0,134644828;0,0254787;1,69427E+12
09/09/2023 16:36;0,01951283;0,016669291;0,938381211;-1,23E-05;-1,45E-05;-6,04E-06;-1,28E-05;0;-0,165861669;-0,161743318;-0,167706077;-0,134574637;0,025436669;1,69427E+12
09/09/2023 16:36;0,019341467;0,017037695;0,938339093;-1,01E-05;-1,44E-05;9,25E-06;4,69E-06;0;-0,165862814;-0,161734926;-0,167657249;-0,134511313;0,025281744;1,69427E+12
09/09/2023 16:36;0,019270628;0,017222861;0,938223581;-3,08E-05;-1,05E-05;6,28E-06;1,13E-06;0;-0,165881124;-0,161724626;-0,167629402;-0,134442648;0,025282931;1,69427E+12
09/09/2023 16:36;0,019125239;0,017593021;0,937979654;-3,10E-05;-6,54E-06;2,34E-05;-1,52E-05;0;-0,165904776;-0,161719667;-0,167566459;-0,134410986;0,025302086;1,69427E+12
09/09/2023 16:36;0,019082934;0,017787525;0,937710773;0.0000006721240498144435;1,41E-05;2,06E-06;-9,01E-06;0;-0,165911642;-0,161696779;-0,16751992;-0,134353766;0,025418768;1,69427E+12
09/09/2023 16:36;0,019044874;0,018161845;0,937077183;-2,44E-06;5,17E-06;-5,12E-06;-3,32E-05;0;-0,165920416;-0,16167885;-0,167485206;-0,134357962;0,025716098;1,69427E+12
09/09/2023 16:36;0,01901919;0,018356876;0,936670924;1,67E-05;-9,96E-06;-1,93E-05;-1,94E-05;0;-0,165926901;-0,161673128;-0,167486351;-0,134333548;0,02595301;1,69427E+12
09/09/2023 16:36;0,019002177;0,018700177;0,935823508;1,48E-05;-7,66E-06;-3,58E-05;-2,31E-05;0;-0,165899053;-0,161660158;-0,167488639;-0,134320959;0,026474138;1,69427E+12
09/09/2023 16:36;0,019003946;0,018846488;0,935352165;-3,22E-06;-2,40E-06;-1,96E-05;-3,17E-05;0;-0,165915838;-0,161655962;-0,167500846;-0,134369788;0,026797401;1,69427E+12
09/09/2023 16:36;0,019001987;0,019041032;0,934405389;-1,12E-05;1,38E-06;-6,92E-06;-4,87E-06;0;-0,165930715;-0,161648714;-0,167484443;-0,134374747;0,027551592;1,69427E+12
09/09/2023 16:36;0,018961298;0,019072494;0,934118594;-1,73E-05;8,67E-06;5,13E-06;-2,05E-05;1;-0,165961233;-0,161646806;-0,167480628;-0,134414038;0,027847614;1,69427E+12
09/09/2023 16:36;0,018862221;0,019014846;0,933642081;9,59E-06;2,39E-05;2,01E-05;-4,58E-06;1;-0,165956655;-0,161616289;-0,167454307;-0,134451422;0,028480852;1,69427E+12
09/09/2023 16:36;0,018769441;0,018930673;0,933563555;3,62E-05;1,65E-05;2,96E-05;-3,46E-06;1;-0,165944448;-0,161583101;-0,167421882;-0,134495673;0,028736331;1,69427E+12
09/09/2023 16:36;0,018520864;0,018643965;0,933824697;-6,17E-05;-6,18E-05;-5,66E-05;-7,09E-05;1;-0,166092459;-0,161684953;-0,167524498;-0,134642157;0,029010474;1,69427E+12
09/09/2023 16:36;0,018380752;0,018460849;0,934067014;6,96E-05;3,07E-05;0.0000006062277622144551;1,61E-05;1;-0,165965429;-0,16160103;-0,167505805;-0,134657035;0,029091385;1,69427E+12
09/09/2023 16:36;0,018017243;0,018025846;0,934904644;4,07E-05;4,63E-06;-8,52E-06;-5,62E-06;1;-0,165942541;-0,161594164;-0,167532127;-0,134717688;0,029052267;1,69427E+12
09/09/2023 16:36;0,017605439;0,017535607;0,9359979;-4,53E-06;-9,55E-06;-4,37E-06;2,01E-06;1;-0,165964666;-0,161609041;-0,167575233;-0,134809623;0,028861055;1,69427E+12
09/09/2023 16:36;0,017380772;0,017283698;0,936672525;-3,22E-05;-8,17E-06;-2,12E-05;-2,56E-05;1;-0,165982977;-0,161602556;-0,167621772;-0,134910331;0,028663005;1,69427E+12
09/09/2023 16:36;0,017151924;0,017026416;0,937373814;-1,23E-05;2,72E-05;-1,57E-05;-9,38E-05;1;-0,165980307;-0,161579668;-0,167666023;-0,135133491;0,028447846;1,69427E+12
09/09/2023 16:36;0,016703935;0,016516543;0,938732476;-6,41E-06;3,09E-06;-4,21E-06;-8,54E-05;1;-0,165994802;-0,161554109;-0,167690437;-0,135332237;0,028047046;1,69427E+12
09/09/2023 16:36;0,01625688;0,016024461;0,940186128;-9,42E-06;3,17E-06;-1,01E-05;-7,10E-05;1;-0,166002432;-0,161522447;-0,167746132;-0,135569511;0,027532531;1,69427E+12
09/09/2023 16:36;0,016047353;0,015792969;0,940854754;1,47E-05;6,89E-06;4,85E-05;4,98E-06;1;-0,16597611;-0,16148163;-0,167714088;-0,13575338;0,027304924;1,69427E+12
09/09/2023 16:36;0,015644498;0,015364884;0,942140276;3,64E-05;-1,06E-05;3,43E-05;0,000130587;1;-0,165907827;-0,161477052;-0,167654197;-0,135744224;0,026850342;1,69427E+12
09/09/2023 16:36;0,015456059;0,015171114;0,942756932;-3,74E-06;-2,52E-05;3,43E-05;0,00014961;1;-0,165935675;-0,161495744;-0,167632835;-0,135699211;0,026615895;1,69427E+12
09/09/2023 16:36;0,015119117;0,014832023;0,943846447;-2,13E-05;-1,89E-05;1,39E-05;0,000126486;1;-0,165930334;-0,16148697;-0,167612617;-0,135595069;0,026202413;1,69427E+12
09/09/2023 16:36;0,014962173;0,014697198;0,944334059;-2,53E-05;-1,51E-05;3,02E-05;0,000148607;1;-0,165960089;-0,161509859;-0,167519538;-0,135384117;0,02600657;1,69427E+12
09/09/2023 16:36;0,014730703;0,014487251;0,945002154;-1,41E-05;1,91E-05;5,49E-06;0,000137399;1;-0,165971533;-0,161460268;-0,167472618;-0,135123572;0,025779893;1,69427E+12
09/09/2023 16:36;0,014635;0,01443045;0,945262561;-1,36E-05;9,51E-06;-1,01E-05;8,99E-06;2;-0,165990606;-0,161451112;-0,167451637;-0,135004935;0,025671989;1,69427E+12
09/09/2023 16:36;0,014546363;0,014447631;0,945379599;-9,55E-06;-1,27E-06;-1,27E-05;-1,66E-05;2;-0,166002813;-0,161438524;-0,167384879;-0,134835944;0,025626407;1,69427E+12
09/09/2023 16:36;0,014538025;0,014518798;0,945272598;1,92E-05;1,02E-05;-6,29E-06;-5,83E-05;2;-0,165999762;-0,161407625;-0,16734101;-0,134744773;0,025670579;1,69427E+12
09/09/2023 16:36;0,014612954;0,014771471;0,944830209;3,43E-05;-9,11E-06;-4,56E-05;-0,000120254;2;-0,165950552;-0,161402666;-0,167371909;-0,134740576;0,025785365;1,69427E+12
09/09/2023 16:36;0,014653352;0,01493979;0,944566772;7,29E-06;-1,25E-05;-4,17E-05;-0,00013011;2;-0,165954367;-0,161432802;-0,167394798;-0,134804282;0,025840085;1,69427E+12
09/09/2023 16:36;0,014810918;0,015373966;0,943865759;-0,000100246;-8,68E-05;-0,000106722;-0,000134063;2;-0,166134802;-0,161561357;-0,167566078;-0,134952292;0,025949358;1,69427E+12
09/09/2023 16:36;0,014920944;0,015625543;0,943466538;3,19E-05;3,67E-05;3,59E-05;-0.0000007584359144981379;2;-0,1660772;-0,161495744;-0,167503517;-0,134937797;0,025986974;1,69427E+12
09/09/2023 16:36;0,015171899;0,016197388;0,942619305;6,72E-05;7,50E-05;8,58E-05;4,14E-05;2;-0,165998236;-0,161410676;-0,167431037;-0,134911094;0,026011408;1,69427E+12
09/09/2023 16:36;0,015315626;0,0165279;0,942163469;3,86E-05;6,57E-05;6,38E-05;4,64E-05;2;-0,165981451;-0,161348497;-0,167377632;-0,134916816;0,025993006;1,69427E+12
09/09/2023 16:36;0,015546957;0,017137945;0,941390555;5,84E-06;-1,22E-05;-8,25E-06;-2,25E-05;2;-0,165974966;-0,161341249;-0,167390602;-0,135001121;0,025924543;1,69427E+12
09/09/2023 16:36;0,01567028;0,017435031;0,9410625;-0,000132162;-7,76E-05;-8,98E-05;-3,77E-05;2;-0,166203085;-0,161454927;-0,167518394;-0,135086188;0,025832189;1,69427E+12
09/09/2023 16:36;0,01588763;0,01804933;0,940301852;0,00011335;6,50E-05;3,78E-05;7,99E-05;2;-0,165990606;-0,161311113;-0,167429893;-0,134979377;0,025761188;1,69427E+12
09/09/2023 16:36;0,015988645;0,018343808;0,94001443;7,23E-05;4,51E-05;4,57E-05;3,30E-05;2;-0,165928808;-0,161247026;-0,167378776;-0,134991202;0,025653117;1,69427E+12
09/09/2023 16:36;0,016086097;0,018873053;0,939579913;8,47E-06;-1,16E-05;7,00E-06;-5,59E-05;2;-0,165905157;-0,161217653;-0,167415779;-0,135078178;0,025460937;1,69427E+12
09/09/2023 16:36;0,016145756;0,019125842;0,939331977;-2,35E-05;-2,03E-05;-8,78E-06;-8,17E-05;2;-0,165920797;-0,161216127;-0,167401283;-0,135199485;0,025396426;1,69427E+12
09/09/2023 16:36;0,016236957;0,019579216;0,938823538;-2,12E-05;1,79E-06;-1,18E-05;-7,42E-06;2;-0,165896002;-0,161172639;-0,167374198;-0,135236869;0,02536029;1,69427E+12
09/09/2023 16:36;0,016242911;0,019751646;0,938632576;-1,52E-05;-2,27E-06;1,02E-05;1,06E-05;0;-0,165905157;-0,161168061;-0,167356651;-0,135310874;0,025372867;1,69427E+12
09/09/2023 16:36;0,016260809;0,01990576;0,938388358;-1,36E-05;-1,87E-06;8,84E-06;2,48E-05;0;-0,165928808;-0,161153184;-0,167341392;-0,135342918;0,025445073;1,69427E+12
09/09/2023 16:36;0,016296839;0,020144067;0,937881895;-4,85E-06;1,64E-05;7,16E-06;3,19E-05;0;-0,165941015;-0,161103593;-0,16733567;-0,135371147;0,025677198;1,69427E+12
09/09/2023 16:36;0,016309907;0,020219038;0,937626705;4,68E-05;-1,10E-05;-1,70E-05;8,84E-06;0;-0,165873876;-0,161091767;-0,16735131;-0,13541349;0,025844351;1,69427E+12
09/09/2023 16:36;0,016355693;0,020268139;0,937087682;1,11E-05;-1,78E-05;-2,74E-05;-4,65E-05;0;-0,165868917;-0,161107408;-0,167398231;-0,135562645;0,026288485;1,69427E+12
09/09/2023 16:36;0,016355426;0,020250981;0,936930212;-1,05E-06;-3,45E-06;-2,65E-06;-3,20E-05;0;-0,165855184;-0,161072312;-0,167389839;-0,135658012;0,026463381;1,69427E+12
09/09/2023 16:36;0,016357406;0,020160898;0,936590711;-9,50E-06;3,03E-06;4,52E-06;1,97E-05;0;-0,165855184;-0,161060868;-0,167401664;-0,135677467;0,026890985;1,69427E+12
09/09/2023 16:36;0,016361685;0,020074133;0,936451768;-8,12E-06;5,81E-06;2,69E-05;4,62E-05;0;-0,165871969;-0,161056291;-0,16739289;-0,135694633;0,027112415;1,69427E+12
09/09/2023 16:36;0,016360762;0,01985877;0,936101619;-1,49E-05;4,79E-06;1,95E-05;4,44E-05;0;-0,165872732;-0,161031114;-0,167364662;-0,135689674;0,027678849;1,69427E+12
09/09/2023 16:36;0,016362624;0,019731893;0,936056811;8,59E-06;8,11E-06;2,94E-05;5,30E-05;0;-0,165863577;-0,161002885;-0,167320793;-0,135658394;0,027848672;1,69427E+12
09/09/2023 16:36;0,016373092;0,019424095;0,935887683;-5,66E-06;1,46E-05;5,37E-06;2,73E-05;0;-0,165878073;-0,160953675;-0,167296378;-0,135633979;0,02831513;1,69427E+12
09/09/2023 16:36;0,016369525;0,019248802;0,935785443;4,18E-05;-5,37E-06;-8,13E-06;-0.0000004795133654225368;0;-0,165812078;-0,160945283;-0,167296378;-0,135625587;0,028596229;1,69427E+12
09/09/2023 16:36;0,016356034;0,018866318;0,935805045;1,45E-05;-1,36E-05;-2,72E-05;-2,40E-05;0;-0,16580483;-0,160919343;-0,167312019;-0,135637794;0,028972603;1,69427E+12
09/09/2023 16:36;0,016333562;0,018663727;0,935816817;-1,65E-05;-1,72E-05;-1,28E-05;-1,59E-05;0;-0,165845648;-0,16093422;-0,167329185;-0,135667549;0,029185894;1,69427E+12
09/09/2023 16:36;0,016262702;0,018234488;0,935968327;-2,76E-05;-1,26E-05;-6,78E-06;4,46E-06;0;-0,165847555;-0,160936891;-0,167318885;-0,135643516;0,029534482;1,69427E+12
09/09/2023 16:36;0,016219153;0,018018703;0,936121047;-1,40E-05;1,47E-05;6,78E-06;1,38E-05;0;-0,165868154;-0,160888825;-0,167285316;-0,13561605;0,029641097;1,69427E+12
09/09/2023 16:36;0,01609178;0,017612667;0,936397892;1,57E-05;2,29E-05;2,35E-05;1,60E-05;0;-0,165844503;-0,160849915;-0,167257087;-0,135588203;0,029897661;1,69427E+12
09/09/2023 16:36;0,016013168;0,017426101;0,936590651;-5,59E-06;-2,91E-06;4,88E-06;6,71E-06;1;-0,165870443;-0,160845719;-0,167242591;-0,135578666;0,02997008;1,69427E+12
09/09/2023 16:36;0,015843388;0,017109221;0,936943399;-1,76E-06;1,38E-05;-2,73E-06;1,75E-05;1;-0,16587731;-0,160798035;-0,167219321;-0,135530983;0,030103993;1,69427E+12
09/09/2023 16:36;0,01575553;0,016991698;0,937078752;4,34E-05;-6,11E-06;-3,12E-05;1,30E-05;1;-0,165807119;-0,160802232;-0,167241065;-0,135500083;0,030174019;1,69427E+12
09/09/2023 16:36;0,015600005;0,016851563;0,937229584;-3,90E-05;-6,03E-05;-6,41E-05;-3,94E-05;1;-0,165888754;-0,160884248;-0,167313926;-0,135556541;0,030318849;1,69427E+12
09/09/2023 16:36;0,015522337;0,016813348;0,937284658;3,50E-05;3,62E-05;7,20E-06;2,30E-05;1;-0,165825048;-0,160805283;-0,167286079;-0,135481391;0,030379657;1,69427E+12
09/09/2023 16:36;0,015391977;0,016836288;0,937269827;9,23E-06;8,41E-06;1,83E-05;-0.0000006792294288794707;1;-0,165812841;-0,160795365;-0,167288368;-0,135480628;0,030501908;1,69427E+12
09/09/2023 16:36;0,015380294;0,016890447;0,937145629;2,26E-06;7,57E-06;2,51E-05;-1,21E-05;1;-0,165801016;-0,160772477;-0,167272346;-0,135482536;0,030583631;1,69427E+12
09/09/2023 16:36;0,015362252;0,017062475;0,93692134;-2,20E-05;-5,03E-06;3,18E-06;-5,60E-06;1;-0,165791479;-0,160737;-0,167252891;-0,135455451;0,030653933;1,69427E+12
09/09/2023 16:36;0,015386714;0,01717681;0,936755591;-0.0000007325382418406619;1,42E-05;1,32E-05;7,25E-06;1;-0,165780035;-0,160723267;-0,167210929;-0,135447059;0,030680885;1,69427E+12
09/09/2023 16:36;0,015512136;0,017436208;0,936392905;1,77E-05;4,69E-06;1,17E-05;2,29E-05;1;-0,165738455;-0,160698472;-0,167170493;-0,135395561;0,030658751;1,69427E+12
09/09/2023 16:36;0,015619801;0,017569862;0,936164527;2,46E-05;-2,99E-06;-1,86E-05;6,67E-06;1;-0,165715185;-0,160689316;-0,167196433;-0,135374198;0,03064581;1,69427E+12
09/09/2023 16:36;0,015832426;0,017862428;0,935887282;-1,63E-05;-2,97E-05;-3,65E-05;-3,25E-05;1;-0,165739218;-0,160710297;-0,167228095;-0,135383354;0,030417864;1,69427E+12
09/09/2023 16:36;0,015944597;0,017984421;0,935818538;-1,85E-05;-1,54E-05;-6,68E-06;-8,44E-06;1;-0,165741125;-0,160703812;-0,167225425;-0,135369239;0,030252444;1,69427E+12
09/09/2023 16:36;0,016166256;0,018166367;0,935750416;-1,07E-05;-4,73E-06;7,36E-06;1,24E-05;1;-0,165735021;-0,160690461;-0,167196052;-0,135320411;0,029916961;1,69427E+12
09/09/2023 16:36;0,01627294;0,018234728;0,935734857;-1,28E-05;1,17E-05;1,40E-05;2,72E-05;1;-0,165740743;-0,160664902;-0,167166679;-0,135251365;0,029757474;1,69427E+12
09/09/2023 16:36;0,01642946;0,018293229;0,935987814;-6,12E-06;2,72E-05;3,87E-06;1,44E-05;1;-0,165734258;-0,160629044;-0,167152564;-0,135212455;0,029289498;1,69427E+12
09/09/2023 16:36;0,016506263;0,018288685;0,936113499;6,78E-05;6,29E-06;2,75E-05;5,14E-06;1;-0,165660253;-0,160621796;-0,167114799;-0,135166679;0,029091553;1,69427E+12
09/09/2023 16:36;0,016626889;0,018237423;0,936270149;2,33E-05;-0.0000003590203111685498;1,78E-06;-1,01E-05;2;-0,165642324;-0,160596619;-0,16709191;-0,135141883;0,028865539;1,69427E+12
09/09/2023 16:36;0,01666848;0,018195595;0,936428447;1,34E-05;-1,01E-05;-2,12E-05;-1,71E-05;2;-0,165593496;-0,16059166;-0,167097633;-0,135127769;0,028707478;1,69427E+12
09/09/2023 16:36;0,016758524;0,018082275;0,936401744;-3,16E-05;-1,56E-05;-3,43E-05;-2,91E-05;2;-0,165612569;-0,16059433;-0,167122428;-0,135131583;0,028757458;1,69427E+12
09/09/2023 16:36;0,0167959;0,018025363;0,936318105;-3,52E-05;-1,65E-05;-1,96E-05;-2,29E-05;2;-0,165673223;-0,160659562;-0,167184608;-0,135172019;0,028860632;1,69427E+12
09/09/2023 16:36;0,01690981;0,017927838;0,935879417;2,13E-05;5,55E-05;5,28E-05;2,72E-05;2;-0,165617147;-0,160572205;-0,167114417;-0,135120902;0,029282935;1,69427E+12
09/09/2023 16:36;0,017037895;0,017858991;0,935009185;2,21E-05;3,73E-05;3,43E-05;2,25E-05;2;-0,165602651;-0,160539017;-0,167064445;-0,135088477;0,030093929;1,69427E+12
09/09/2023 16:36;0,017120856;0,017829206;0,934408892;1,15E-05;8,23E-06;2,45E-05;5,25E-06;2;-0,165582433;-0,160510407;-0,16703469;-0,135077033;0,030641046;1,69427E+12
09/09/2023 16:36;0,017374676;0,017792635;0,932857889;1,07E-05;9,08E-06;2,08E-06;-2,34E-06;2;-0,165560308;-0,160470353;-0,16701905;-0,135051856;0,0319748;1,69427E+12
09/09/2023 16:36;0,01752101;0,017780944;0,931918875;-0,000128518;-0,000134726;-0,00012416;-0,000123625;2;-0,165706411;-0,160608063;-0,167123954;-0,135199104;0,032779171;1,69427E+12
09/09/2023 16:36;0,017864913;0,017759885;0,929834912;6,56E-05;3,19E-05;1,23E-05;3,97E-05;2;-0,165499654;-0,16045929;-0,167009131;-0,135050712;0,034540289;1,69427E+12
09/09/2023 16:36;0,018066718;0,017740354;0,928718511;3,60E-06;-1,29E-05;-2,12E-05;-2,17E-06;2;-0,165473333;-0,160455475;-0,167028968;-0,135062537;0,035474417;1,69427E+12
09/09/2023 16:36;0,018418908;0,01767894;0,926610441;-2,51E-05;-1,23E-05;-1,23E-05;3,16E-06;2;-0,165484014;-0,16044365;-0,167029349;-0,13505796;0,037291711;1,69427E+12
09/09/2023 16:36;0,018594207;0,017642893;0,925582448;-2,41E-05;-1,24E-06;1,11E-05;-0.0000009230873390219937;2;-0,1654596;-0,160429535;-0,167024009;-0,135051093;0,038180452;1,69427E+12
09/09/2023 16:36;0,018918699;0,0175361;0,923759337;-1,62E-05;6,80E-06;3,97E-06;-0.0000006944895606263895;2;-0,165447011;-0,160402832;-0,166996161;-0,13503202;0,039785865;1,69427E+12
09/09/2023 16:36;0,019031965;0,017478692;0,923001088;-1,56E-05;1,55E-05;1,24E-05;1,03E-05;2;-0,165447774;-0,160358582;-0,166959159;-0,135004172;0,040488255;1,69427E+12
09/09/2023 16:36;0,019226856;0,017358779;0,921843271;1,80E-06;1,53E-05;1,67E-05;-0.000000758905112678417;2;-0,165431371;-0,16031929;-0,166919104;-0,135004935;0,041571094;1,69427E+12
09/09/2023 16:36;0,01927555;0,017303759;0,921400737;-1,62E-05;-2,15E-06;-6,12E-06;1,60E-06;0;-0,1654596;-0,160300217;-0,166919104;-0,135003409;0,042019953;1,69427E+12
09/09/2023 16:36;0,019339312;0,017198732;0,92093727;1,69E-05;-1,37E-05;-1,79E-05;-0.0000005663907385957571;0;-0,165411916;-0,160283814;-0,166909186;-0,134978232;0,042524686;1,69427E+12
09/09/2023 16:36;0,019322136;0,017162611;0,920835504;1,29E-05;-2,03E-05;-3,70E-05;-4,63E-06;0;-0,165365758;-0,160287628;-0,166922919;-0,134966788;0,04267975;1,69427E+12
09/09/2023 16:36;0,019232637;0,017100373;0,921071301;-1,32E-05;-1,71E-05;-9,04E-06;-2,25E-05;0;-0,165387884;-0,160300598;-0,166937797;-0,134987769;0,04259569;1,69427E+12
09/09/2023 16:36;0,019168426;0,017100541;0,921246953;-2,12E-05;-1,50E-05;-7,01E-06;-1,52E-05;0;-0,165377202;-0,16031128;-0,166941993;-0,134993491;0,04248408;1,69427E+12
09/09/2023 16:36;0,019006374;0,017118246;0,921870662;-1,39E-05;2,09E-05;1,56E-05;4,10E-06;0;-0,165376439;-0,160284577;-0,166920249;-0,134984336;0,042004718;1,69427E+12
09/09/2023 16:36;0,018909009;0,017150459;0,922284572;-2,20E-05;1,54E-05;1,46E-05;1,02E-05;0;-0,165387502;-0,160263977;-0,166891257;-0,134964881;0,04165596;1,69427E+12
09/09/2023 16:36;0,0187628;0,01724009;0,923105824;-2,45E-06;1,46E-05;2,06E-05;4,23E-06;0;-0,165394369;-0,160245285;-0,166857306;-0,134975562;0,040891287;1,69427E+12
09/09/2023 16:36;0,018627321;0,017360154;0,924037068;7,04E-06;1,71E-05;1,92E-05;1,93E-05;0;-0,16539475;-0,160209046;-0,166823356;-0,134942756;0,039975457;1,69427E+12
