_id;timestamp;experiment;O1;O2;T3;T4;timestamp_ms;label
;2024-02-22T21:09:56.217Z;1;-0.0826527;-0.101583;-0.111288;-0.0922833;1,70864E+12;Relax
;2024-02-22T21:09:56.231Z;1;-0.108547;-0.133017;-0.145204;-0.120986;1,70864E+12;Relax
;2024-02-22T21:09:56.238Z;1;-0.0811221;-0.0991732;-0.107072;-0.0903191;1,70864E+12;Relax
;2024-02-22T21:09:56.246Z;1;-0.0811221;-0.0991732;-0.107072;-0.0903191;1,70864E+12;Relax
;2024-02-22T21:09:56.254Z;1;-0.0653551;-0.0800434;-0.0857052;-0.0728743;1,70864E+12;Relax
;2024-02-22T21:09:56.262Z;1;-0.0606637;-0.0744205;-0.0794373;-0.0677208;1,70864E+12;Relax
;2024-02-22T21:09:56.268Z;1;-0.0606637;-0.0744205;-0.0794373;-0.0677208;1,70864E+12;Relax
;2024-02-22T21:09:56.274Z;1;-0.0542906;-0.0666086;-0.0707623;-0.0531073;1,70864E+12;Relax
;2024-02-22T21:09:56.282Z;1;-0.0475356;-0.0583661;-0.061653;-0.0531073;1,70864E+12;Relax
;2024-02-22T21:09:56.288Z;1;-0.0424492;-0.052155;-0.0548146;-0.047457;1,70864E+12;Relax
;2024-02-22T21:09:56.295Z;1;-0.0374778;-0.0460966;-0.0481631;-0.041947;1,70864E+12;Relax
;2024-02-22T21:09:56.302Z;1;-0.0374778;-0.0460966;-0.0481631;-0.041947;1,70864E+12;Relax
;2024-02-22T21:09:56.308Z;1;-0.0278508;-0.0343377;-0.0352748;-0.0312563;1,70864E+12;Relax
;2024-02-22T21:09:56.315Z;1;-0.0278508;-0.0343377;-0.0352748;-0.0312563;1,70864E+12;Relax
;2024-02-22T21:09:56.321Z;1;-0.0184831;-0.0228484;-0.0227586;-0.0208132;1,70864E+12;Relax
;2024-02-22T21:09:56.327Z;1;-0.0184831;-0.0228484;-0.0227586;-0.0208132;1,70864E+12;Relax
;2024-02-22T21:09:56.333Z;1;-0.0152996;-0.0189916;-0.0185909;-0.0172948;1,70864E+12;Relax
;2024-02-22T21:09:56.339Z;1;-0.0107868;-0.0134552;-0.0125718;-0.0122679;1,70864E+12;Relax
;2024-02-22T21:09:56.345Z;1;-0.0107868;-0.0134552;-0.0125718;-0.0122679;1,70864E+12;Relax
;2024-02-22T21:09:56.351Z;1;-0.00464089;-0.00593536;-0.00448576;-0.00543258;1,70864E+12;Relax
;2024-02-22T21:09:56.358Z;1;-0.00464089;-0.00593536;-0.00448576;-0.00543258;1,70864E+12;Relax
;2024-02-22T21:09:56.364Z;1;-0.00148842;-0.00205283;-0.000314955;-0.00190166;1,70864E+12;Relax
;2024-02-22T21:09:56.370Z;1;0.000919954;0.000895802;0.0028148;0.000788976;1,70864E+12;Relax
;2024-02-22T21:09:56.376Z;1;0.000919954;0.000895802;0.0028148;0.000788976;1,70864E+12;Relax
;2024-02-22T21:09:56.382Z;1;0.00371261;0.00432471;0.0064871;0.00390282;1,70864E+12;Relax
;2024-02-22T21:09:56.387Z;1;0.00371261;0.00432471;0.0064871;0.00390282;1,70864E+12;Relax
;2024-02-22T21:09:56.393Z;1;0.00809034;0.00969008;0.0121765;0.00875697;1,70864E+12;Relax
;2024-02-22T21:09:56.399Z;1;0.00809034;0.00969008;0.0121765;0.00875697;1,70864E+12;Relax
;2024-02-22T21:09:56.405Z;1;0.00809034;0.00969008;0.0121765;0.00875697;1,70864E+12;Relax
;2024-02-22T21:09:56.412Z;1;0.0119066;0.0143795;0.0171273;0.0130189;1,70864E+12;Relax
;2024-02-22T21:09:56.417Z;1;0.0119066;0.0143795;0.0171273;0.0130189;1,70864E+12;Relax
;2024-02-22T21:09:56.424Z;1;0.0150399;0.0182284;0.021167;0.0148381;1,70864E+12;Relax
;2024-02-22T21:09:56.430Z;1;0.0150399;0.0182284;0.021167;0.016548;1,70864E+12;Relax
;2024-02-22T21:09:56.437Z;1;0.0150399;0.0182284;0.021167;0.016548;1,70864E+12;Relax
;2024-02-22T21:09:56.444Z;1;0.01752;0.0212872;0.0243178;0.0193398;1,70864E+12;Relax
;2024-02-22T21:09:56.450Z;1;0.01752;0.0212872;0.0243178;0.0193398;1,70864E+12;Relax
;2024-02-22T21:09:56.456Z;1;0.019496;0.0237374;0.0268028;0.0215668;1,70864E+12;Relax
