Timestamp;Numpack;O1;O2;T3;T4;Timestamp_ms;label
1;0;-0.0975647903106597;-0.058136041770974894;-0.09421777173783469;-0.09425362992632859;1,70855E+12;Relax
2;0;-0.09074715685573279;-0.07063605369191522;-0.09414987006175048;-0.08926934172567533;1,70855E+12;Relax
3;1;-0.09809808549698401;-0.05972562763750805;-0.09478311041174928;-0.0948090503778938;1,70855E+12;Relax
4;1;-0.09842424242424243;-0.060936032234222635;-0.09518517988698949;-0.09518441694680876;1,70855E+12;Relax
5;2;-0.09865426888872994;-0.061951124144672534;-0.09546174570250102;-0.09546021982213958;1,70855E+12;Relax
6;2;-0.0989014615072837;-0.06287428176334549;-0.0956639248503922;-0.09568147247454879;1,70855E+12;Relax
7;3;-0.09910631094580741;-0.06368376129509096;-0.09580583172400639;-0.09583940109195814;1,70855E+12;Relax
8;3;-0.09916086116872899;-0.06433569367951744;-0.09589662160551224;-0.09591188040912667;1,70855E+12;Relax
9;4;-0.09912958062131941;-0.06488119590873329;-0.09594659418734951;-0.09594125360608445;1,70855E+12;Relax
10;4;-0.09907312304794602;-0.06538015878692512;-0.09595460505924708;-0.09594049066590372;1,70855E+12;Relax
11;5;-0.09913530267267483;-0.06590658751162291;-0.09595307917888564;-0.09595307917888564;1,70855E+12;Relax
12;5;-0.09917230527143982;-0.06638533247502564;-0.09591493216984956;-0.09594201654626518;1,70855E+12;Relax
13;6;-0.09910554800562668;-0.06677290608683213;-0.09586190782728941;-0.09589204396442792;1,70855E+12;Relax
14;6;-0.09894266027704265;-0.06707312304794602;-0.0957920988007534;-0.0958008726128317;1,70855E+12;Relax
15;7;-0.09879922752306702;-0.06737524735951173;-0.09571427890231982;-0.09571427890231982;1,70855E+12;Relax
16;7;-0.0987576472832177;-0.06772047779128818;-0.09562844813198865;-0.09564370693560308;1,70855E+12;Relax
17;8;-0.09875268817204301;-0.06804053119710082;-0.09553460648975992;-0.09556817585771166;1,70855E+12;Relax
18;8;-0.09858636721264574;-0.06827322795222088;-0.09540681400948907;-0.09544610542879622;1,70855E+12;Relax
19;9;-0.09838914717592924;-0.0684555706554133;-0.09528588799084473;-0.09529656915337482;1,70855E+12;Relax
20;9;-0.09824266266123072;-0.06865813127339485;-0.09517411725436903;-0.0951676322628329;1,70855E+12;Relax
21;10;-0.09816484276279713;-0.06890456095176788;-0.09505662446653793;-0.09506577974870659;1,70855E+12;Relax
22;10;-0.09810304460815869;-0.06913725770688792;-0.0949295949264478;-0.09495744224304413;1,70855E+12;Relax
23;11;-0.09795083804210476;-0.06931502276899602;-0.09478768805283361;-0.09482430918150823;1,70855E+12;Relax
24;11;-0.09774522566340033;-0.06943823760818253;-0.09465798822211097;-0.09468049495744224;1,70855E+12;Relax
25;12;-0.09756822354147296;-0.06957442243044132;-0.09453668073337625;-0.094546980425816;1,70855E+12;Relax
26;12;-0.09749269246358153;-0.06977622010824214;-0.09441499177455118;-0.0944420761509668;1,70855E+12;Relax
27;13;-0.09743013136876237;-0.06996962544405502;-0.09428529194382854;-0.09433717187611759;1,70855E+12;Relax
28;13;-0.09728059509334097;-0.07009245881315118;-0.09415559211310588;-0.09420327587440097;1,70855E+12;Relax
29;14;-0.0970646830221968;-0.07016875283122333;-0.09401673700021458;-0.09404611019717235;1,70855E+12;Relax
30;14;-0.09688462913954653;-0.07027251269580145;-0.09388093364804616;-0.09390305891328708;1,70855E+12;Relax
31;15;-0.09678888014686599;-0.07042586367212646;-0.09375466704813676;-0.09378938082635958;1,70855E+12;Relax
32;15;-0.09674958872755883;-0.07058074052881291;-0.09363526690985385;-0.0936814247907875;1,70855E+12;Relax
33;16;-0.09658784540924588;-0.07067000452995732;-0.09350022649786616;-0.09353837350690222;1,70855E+12;Relax
34;16;-0.09636697422692703;-0.0707188327015235;-0.09336327873542666;-0.09338311518012542;1,70855E+12;Relax
35;17;-0.09619645709653578;-0.07078940466824023;-0.09323281596452328;-0.09324387859714374;1,70855E+12;Relax
36;17;-0.09611672984765038;-0.07092368214004721;-0.0931084567150657;-0.09313668550175239;1,70855E+12;Relax
37;18;-0.09604386906039149;-0.07104346374842048;-0.09297303483298763;-0.09302110006437309;1,70855E+12;Relax
38;18;-0.09587983692153637;-0.07110793219369144;-0.09283112795937344;-0.09288224495148177;1,70855E+12;Relax
39;19;-0.09567918365400663;-0.07113310921965525;-0.09269990224828935;-0.09273576043678326;1,70855E+12;Relax
40;19;-0.09547624156593472;-0.07118384474167322;-0.09256257301575949;-0.09259194621271725;1,70855E+12;Relax
41;20;-0.09539079226569393;-0.07129103783706459;-0.09243249171494648;-0.09247674224542832;1,70855E+12;Relax
42;20;-0.09533166440168801;-0.07139708652218488;-0.09229783277304913;-0.09237031209021768;1,70855E+12;Relax
43;21;-0.0952122642634051;-0.07144782204420284;-0.0921738549936819;-0.09223756049877214;1,70855E+12;Relax
