Timestamp;Numpack;O1;O2;T3;T4;O1_raw;O2_raw;T3_raw;T4_raw;Timestamp_ms;label
1;0;8.028494881812305e-05;0.0009494819201700443;0.0037319395642372087;0.008373606559668002;0.016238418806475457;0.11435176310707389;0.027699687671363517;0.0012535107169253511;1709999587768;Noise
2;0;0.013643455025224965;0.018428376027855412;0.021215486792452602;0.02010009335071611;0.00797386929881029;0.10185175118613357;0.016769806642347947;-0.0025562310755072363;1709999587768;Noise
3;1;0.015247488744181395;0.009114585320530586;0.003585324333267392;-0.0009511392490507289;0.015364852299549389;0.10337953889802828;0.026751353026726748;0.00040626564623417495;1709999587814;Noise
4;1;-0.004255244407022435;-0.006170368903858699;-0.007517383053712289;-0.009060571978635818;0.014740767231719238;0.09554261736165749;0.02606890303507141;-0.000179290942469542;1709999587814;Noise
5;2;-0.01024717836759698;-0.010553112173770588;-0.010724602479937846;-0.011400315993135436;0.014210905276208188;0.08944481796724126;0.025548959301909736;-0.0006237035977397897;1709999587814;Noise
6;2;-0.011970260388669855;-0.011930311120771104;-0.01181320012233635;-0.011797701102650172;0.013773740552654793;0.08448685120282289;0.02511713515962139;-0.0009742746107812985;1709999587814;Noise
7;3;-0.011197752543210404;-0.010073659841640189;-0.009412685757026262;-0.009177861822869693;0.013458646258016833;0.08051078845099302;0.024763130915766637;-0.0012413036740338077;1709999587814;Noise
8;3;-0.008215927386331414;-0.006512928336853881;-0.005381884441615439;-0.005046927582476775;0.013246548887776268;0.07732436878620985;0.024462151014472022;-0.0014396681210213861;1709999587814;Noise
9;4;-0.004283430912045706;-0.0028068301299403776;-0.001728045633477634;-0.0013366012876467016;0.013060391483680232;0.07458045442624514;0.024201606942755645;-0.0016143814224065995;1709999587814;Noise
10;4;-0.0006606383895735782;0.000498406716999484;0.001210466563764343;0.001362176194218473;0.012830365019192715;0.07210662089025582;0.023955177264382614;-0.0017753618005388265;1709999587814;Noise
11;5;0.0018770681810643412;0.002821443689801849;0.003286306257995795;0.0031959200162357767;0.012574398588560666;0.06980406742483847;0.023721336098991488;-0.0019447345206589897;1709999587814;Noise
12;5;0.0034053218097564127;0.00399709881530625;0.004232964828039031;0.0041031268220622545;0.012441646997115132;0.0678562811434566;0.02353784898552798;-0.0020614643683093724;1709999587814;Noise
13;6;0.0042187126227872605;0.004464566676130437;0.004320771166900833;0.004083302967352065;0.012350857115609279;0.06619993801111032;0.023384879479293328;-0.002120592232315285;1709999587814;Noise
14;6;0.004279611794615044;0.0044378721515337845;0.003967043086731737;0.0034719890651633643;0.012239849319314308;0.06475454783873352;0.023199866485468373;-0.0022010824213813986;1709999587814;Noise
15;7;0.003653993142619748;0.003859789993976812;0.0032855986918476775;0.002601290872087015;0.012080776291633885;0.06329695062346519;0.0230140905514627;-0.0023090384569534844;1709999587814;Noise
16;7;0.002694993317593767;0.002912615703414376;0.002330438428349306;0.0015978380736432094;0.011914073862146246;0.06185003457072694;0.022871420737667788;-0.002405550389814749;1709999587830;Noise
17;8;0.001683231266724672;0.0019523582928801897;0.0013995088366578266;0.0006484849458171616;0.011810313997568128;0.06059003886226546;0.022745535607848748;-0.002482225877977255;1709999587846;Noise
18;8;0.000751684218748546;0.0011293060016586065;0.0006971314116186355;-3.302230082711254e-05;0.011760341415730874;0.059587916934887825;0.022612021076222493;-0.0025245690580072955;1709999587846;Noise
19;9;2.76585283455285e-05;0.0004433900114956737;0.00015825277761031295;-0.0004591509371408464;0.011703502372267124;0.058668574017118474;0.022496435638843192;-0.00258445986219393;1709999587862;Noise
20;9;-0.0004213512558281065;-6.295597680524683e-05;-0.00029302767803947603;-0.0007799336110005591;0.011589442815249268;0.05764737858522281;0.022375509620198842;-0.0026554132990010255;1709999587862;Noise
21;10;-0.0006881840954876713;-0.0003720203883241881;-0.0006106201906742881;-0.001012586999636868;0.011445628591183274;0.056588036144291066;0.02226335741363279;-0.0027214076246334313;1709999587862;Noise
22;10;-0.000836344271708721;-0.0005068592929682542;-0.0007350387136003489;-0.0010651274888948655;0.011377345445008702;0.05568967408149155;0.02216493813031972;-0.002756884343036979;1709999587862;Noise
23;11;-0.0008109339140498259;-0.0004628603071550568;-0.0006871976238624102;-0.0009581177488039007;0.011361705171303913;0.05499997615811936;0.02206041532556088;-0.00278892783062728;1709999587862;Noise
24;11;-0.0006315559116722133;-0.00027956571763967984;-0.0005462831261356394;-0.0008195216318021416;0.011314021410008823;0.05432324821781942;0.02195474811053096;-0.002853396275898243;1709999587862;Noise
25;12;-0.0004463154440824247;-8.022456733834667e-05;-0.00039529021883873437;-0.0007118801579970946;0.011221705648141525;0.05357900007152564;0.021881124383091338;-0.002917864721169206;1709999587862;Noise
26;12;-0.0003286518311358702;6.382017921718349e-05;-0.0002623608469809186;-0.0006119411791222204;0.011109934911665833;0.052745869394177816;0.021773549817609615;-0.0029941587392413515;1709999587892;Noise
27;13;-0.00023741934690853995;0.00016796711400202593;-0.00015449405474942047;-0.0005132176396990303;0.011048899697208117;0.052059223231528506;0.021669408482941136;-0.0030178098848437167;1709999587924;Noise
28;13;-0.00013498187814662817;0.0002912238761801953;-2.173359970872733e-05;-0.00039116250985979904;0.011013041508714207;0.05150113248933076;0.02158853682378466;-0.0030567198340605106;1709999587924;Noise
29;14;-2.0627836887140782e-05;0.00041586893217497996;0.00010909968119686086;-0.00028316681532789814;0.010989008893021481;0.05102429487637985;0.021501180173092053;-0.0031005888944519943;1709999587924;Noise
30;14;5.461698232847104e-05;0.00047979197193208156;0.0001747532583030682;-0.0002360306462924445;0.010901652242328875;0.05043263476623036;0.021407338530863317;-0.0031440764847531174;1709999587940;Noise
31;15;6.133942389364042e-05;0.0004591064585678404;0.00015228333283665615;-0.00026031884444037634;0.01077347829196767;0.04974675154376177;0.02132150776053215;-0.0032058746393915554;1709999587956;Noise
32;15;1.9251764908385894e-05;0.0004038055765131048;0.00010823907683796651;-0.00028588643229179975;0.010717020718594284;0.04917569081849176;0.02124216198173712;-0.0032459289988794318;1709999587956;Noise
33;16;-2.1869125405947064e-06;0.00038486002324515016;0.0001093203247500204;-0.00026195040643055257;0.010697947214076247;0.04876980664234795;0.02114870180959874;-0.0032722504351143217;1709999587956;Noise
34;16;2.2093332191984254e-05;0.00039664448057237956;0.00012258897990904014;-0.0002374415425965512;0.01066742960684739;0.04838528479126434;0.02106401544953866;-0.0032779724864697326;1709999587956;Noise
35;17;4.09857186151854e-05;0.00039134762352430083;0.00010041350381759118;-0.00025914028783640395;0.0106002908709439;0.04789471425506044;0.02098543261092435;-0.0033119233245118376;1709999587956;Noise
36;17;1.7374402334841807e-05;0.0003494233533661375;3.8917446527193144e-05;-0.00032389200194588605;0.010472116920582695;0.04730572443554348;0.02091714946474978;-0.003350451803638271;1709999587956;Noise
37;18;-4.175665347956058e-05;0.000290925473723345;-1.834660476297947e-05;-0.00036584256318610264;0.010430536680733377;0.046860548840092504;0.02085496984002098;-0.0033805879407767686;1709999587956;Noise
38;18;-5.8534137626317005e-05;0.0002932590954233509;-6.865227147967153e-06;-0.0003465727200612167;0.010426340509739408;0.04654354719500274;0.020761509667882604;-0.0034214052404453665;1709999587956;Noise
39;19;-2.833292299218702e-05;0.00032953608141593536;2.246042432791723e-05;-0.00033045143954055017;0.010405359654769568;0.04621433850702143;0.020685978589991178;-0.0034309419927043847;1709999587956;Noise
40;19;-1.84915017244046e-05;0.00034002542007402205;2.751701259381698e-05;-0.0003397740142175961;0.010361872064468446;0.045799680518799325;0.020626469255894904;-0.0034675631213790144;1709999587956;Noise
41;20;-3.74055213215308e-05;0.00032247961751568466;1.034954020991843e-05;-0.00036679370856801326;0.010289774217390269;0.045311398803137594;0.02056161934053358;-0.0034957919080657084;1709999587988;Noise
42;20;-7.379766824972605e-05;0.0002915434763968142;-6.094551693028771e-06;-0.0003743531641698321;0.010281000405311972;0.04494328016593949;0.020515842929690293;-0.0035121951219512196;1709999588004;Noise
43;21;-7.651416349177366e-05;0.00030210824361078225;2.3291463774401442e-05;-0.0003381163263419977;0.01027451541377584;0.04465603318789786;0.02046510740767232;-0.003548053310445128;1709999588004;Noise
44;21;-4.70520912430852e-05;0.0003286531397601364;5.6160534179752194e-05;-0.0003046992021089212;0.010282144815583054;0.04444736904847055;0.020399494552130273;-0.003540805378728274;1709999588004;Noise
45;22;-2.5002307155464626e-05;0.0003415140359607957;6.844643084941759e-05;-0.0002975201945124063;0.010221491071215697;0.04409336480461579;0.020338459337672556;-0.00354385713945116;1709999588004;Noise
