Timestamp;Numpack;O1;O2;T3;T4;O1_raw;O2_raw;T3_raw;T4_raw;Timestamp_ms;label;bipolar_left;bipolar_right
1;0;-0.001235292452359109;-0.00709636288422482;-0.020350871777733072;-0.04078281546596041;0;0;0;0;1717943019837;Noise
2;0;-0.06632905116763257;-0.09347766310948602;-0.11656933104213141;-0.1302451374875797;0;0;0;0;1717943019837;Noise
3;1;-0.1340886923663236;-0.13255788326465368;-0.12940669529908755;-0.12514994116942812;0;0;0;0;1717943019916;Noise
4;1;-0.12035091812596033;-0.11698618965124474;-0.11525445571891346;-0.11310512444628706;0;0;0;0;1717943019916;Noise
5;2;-0.11033051158595697;-0.10918311632156552;-0.10971669786184002;-0.1088681294736098;0;0;0;0;1717943019916;Noise
6;2;-0.10568600783529547;-0.1030404557779292;-0.10240422840396946;-0.10140092824235936;0;0;0;0;1717943019916;Noise
7;3;-0.0984997942447734;-0.09572627450019056;-0.09452148567752516;-0.09314732230843248;0;0;0;0;1717943019916;Noise
8;3;-0.09047508024014661;-0.08828364507278508;-0.08752203476961284;-0.0862285609713922;0;0;0;0;1717943019916;Noise
9;4;-0.0834004516425324;-0.0810820166571844;-0.08041983909635775;-0.07943618548710418;0;0;0;0;1717943019931;Noise
10;4;-0.0768748384332767;-0.07452073077665489;-0.07358508662383656;-0.0724661895440164;0;0;0;0;1717943019947;Noise
11;5;-0.07015013033105788;-0.06819838311912463;-0.0673971821563697;-0.06606375183744717;0;0;0;0;1717943019947;Noise
12;5;-0.06354526156226825;-0.06172840550070191;-0.06128183446119806;-0.06014663887556537;0;0;0;0;1717943019947;Noise
13;6;-0.057523653424908616;-0.055530604430842345;-0.055115047670483364;-0.054211570090885175;0;0;0;0;1717943019947;Noise
14;6;-0.05179019347296787;-0.049819167264672615;-0.04932254068071984;-0.048399295724379954;0;0;0;0;1717943019947;Noise
15;7;-0.046081274644819814;-0.04426756735236381;-0.043882531377761325;-0.04298253802622298;0;0;0;0;1717943019947;Noise
16;7;-0.04063439636036037;-0.03882097382532379;-0.03852926699642012;-0.03778270631863734;0;0;0;0;1717943019947;Noise
17;8;-0.03553553855945779;-0.03370699342201533;-0.0333624989234238;-0.03265841238970779;0;0;0;0;1717943019947;Noise
18;8;-0.030562678446557356;-0.028866578231458107;-0.028534711493847453;-0.027780308211021065;0;0;0;0;1717943019947;Noise
19;9;-0.025703382242767248;-0.02412930596344154;-0.023927838876375063;-0.02322085468210844;0;0;0;0;1717943019963;Noise
20;9;-0.02112768297678258;-0.01956148758370091;-0.01943598717173245;-0.018833386053984214;0;0;0;0;1717943019963;Noise
21;10;-0.016809614014846375;-0.015262834605152875;-0.015146285826972417;-0.01458478430743071;0;0;0;0;1717943019963;Noise
22;10;-0.012635763700473035;-0.011164346269993075;-0.011095690518118317;-0.010556708386673108;0;0;0;0;1717943019979;Noise
23;11;-0.008629367039645786;-0.0072021186224446865;-0.0072022101641096015;-0.006733301559449956;0;0;0;0;1717943019979;Noise
24;11;-0.004849609644111297;-0.003440340967017619;-0.003466760840808547;-0.0030590970428079345;0;0;0;0;1717943019979;Noise
25;12;-0.0012530437224995694;0.00010377553320495281;5.859072734892834e-05;0.0004458703410250564;0;0;0;0;1717943020041;Noise
26;12;0.002200411577291561;0.003488329914773658;0.003389659756351193;0.0037466734947884106;0;0;0;0;1717943020041;Noise
27;13;0.005473820458348655;0.006719515214172134;0.006566321449327006;0.006869957528579107;0;0;0;0;1717943020041;Noise
28;13;0.00855466161010554;0.009768365387230915;0.009583474916780688;0.00984530739060574;0;0;0;0;1717943020041;Noise
29;14;0.011479671850224804;0.012646525248499074;0.012425202022711801;0.012654436321895446;0;0;0;0;1717943020041;Noise
30;14;0.014249834084125723;0.01537006218472925;0.01510112160258359;0.015288284021380605;0;0;0;0;1717943020041;Noise
