Timestamp;Numpack;O1;O2;T3;T4;O1_raw;O2_raw;T3_raw;T4_raw;Timestamp_ms;label
1;0;-0.001490739772313694;-0.005866024322368791;-0.012049842110700367;-0.02023088238812444;-0.05303502372267124;-0.005852895596404645;-0.0714230264883294;-0.0565857473237489;1716323495864;Noise
2;0;-0.028736006538874516;-0.030149462554984817;-0.022455186581350196;-0.012096823275986204;-0.040535393271821284;0.0;-0.05892339603747944;-0.05434422907278926;1716323495880;Noise
3;1;-0.002210153652308617;0.005692674804128198;0.006245393666152955;-6.419549476860669e-05;-0.053951314879717716;-0.012805187993228906;-0.07223593925088811;-0.057449395608325585;1716323495928;Noise
4;1;-0.004103354821022587;-0.0005914153680166971;0.005687447684152348;0.009645376851471628;-0.05456700760555993;-0.01768686073957514;-0.07274825358224257;-0.05800023841880648;1716323495928;Noise
5;2;0.012223551888431803;0.01319458102125669;0.010980874114864026;0.009233744186306935;-0.054965262379896525;-0.021293278973845458;-0.07306182199651909;-0.05837026440645638;1716323495928;Noise
6;2;0.011921485406354803;0.015514368997522891;0.014580257652980324;0.011419763727501357;-0.05520329971628162;-0.024080299454020935;-0.07325675321269341;-0.05863729346970889;1716323495928;Noise
7;3;0.011080679140111632;0.011973888486884954;0.010833926585488983;0.009801110144808308;-0.05535932098323916;-0.026314188303173357;-0.07337500894070524;-0.05881505853181699;1716323495928;Noise
8;3;0.010693265567477243;0.009979611103354331;0.0062082966835188495;0.004439045434105867;-0.055487113463510006;-0.028113201249314546;-0.07342192976181962;-0.05890470400305176;1716323495928;Noise
9;4;0.006856683991974096;0.0076983394960811885;0.0038578240733753715;0.0007880572079353617;-0.05559926567007606;-0.029613141644612928;-0.07342879622344611;-0.05894094366163603;1716323495960;Noise
10;4;0.0020760491842795026;0.0032513461001337524;0.0009542491105378177;-0.0010697270443342673;-0.055630927687576;-0.030907469661206877;-0.0733998044965787;-0.05895238776434685;1716323495976;Noise
11;5;-0.00024196439326476765;-0.0001916302859916811;-0.002534393165427559;-0.0034092717506188446;-0.055611472712967604;-0.03199961852990964;-0.07335250220537397;-0.058969172448322726;1716323495976;Noise
12;5;-0.0016858567168404523;-0.0015392250159592781;-0.00413493900184594;-0.0051135693422287645;-0.05557218129366045;-0.03295787139689579;-0.07328193023865723;-0.05894971747371433;1716323495976;Noise
13;6;-0.0033003640101712545;-0.0027847659431951503;-0.004501194055951639;-0.004914640184686389;-0.05556760365257612;-0.033805879407767685;-0.07318732565624776;-0.05890737429368429;1716323495976;Noise
14;6;-0.0035832730460979047;-0.003806673913880081;-0.005222871084695243;-0.004348857684664119;-0.05554891161814844;-0.03451617671601936;-0.07309348401401902;-0.058836420856877195;1716323495976;Noise
15;7;-0.0024156398906623874;-0.0033495406118284722;-0.005495522341624257;-0.00431555577671678;-0.05549359845504614;-0.035167727630355486;-0.07299430179052524;-0.05878263357413633;1716323495992;Noise
16;7;-0.0014762208053645143;-0.0020919127284437277;-0.0046558485621549595;-0.003841062653944059;-0.055403571513721;-0.03576243950122786;-0.07287947929332667;-0.05872503159049186;1716323495992;Noise
17;8;-0.0009381344628937898;-0.0012363885250873587;-0.0036164641758675816;-0.002849602648802095;-0.05533376248718499;-0.03632815964523282;-0.07276313091576664;-0.05866208902558234;1716323495992;Noise
18;8;-7.737353555635474e-05;-0.0005136493822841564;-0.002941316814783358;-0.002119916628794985;-0.05528340843525738;-0.03681911165152707;-0.07265059723911023;-0.058570917673986124;1716323495992;Noise
19;9;0.0007728617869776042;0.0004306225733047824;-0.0021322817008821264;-0.0016380260306173553;-0.05525250935793816;-0.037248265503182894;-0.0725380635624538;-0.058480890732660995;1716323495992;Noise
20;9;0.0010991417867198213;0.0010097800465198822;-0.0012353628424756728;-0.0009172535649358692;-0.055177359750137094;-0.037637364995350836;-0.07241790048399017;-0.058402307894046684;1716323495992;Noise
21;10;0.0012899968747821233;0.0010435919760430333;-0.0008203979566530781;-0.00024098652842603535;-0.05507855899673366;-0.038005483632548936;-0.07229315976444223;-0.05832448799561309;1716323495992;Noise
22;10;0.0016715338446142618;0.0010093520760394478;-0.0008224371689390139;2.322062544365326e-05;-0.05497632501251699;-0.03835605464559044;-0.07216727463462318;-0.058246286627089146;1716323495992;Noise
23;11;0.001931932668847573;0.0010546731989336513;-0.0008538560134229313;7.230743089052787e-05;-0.054904990105619535;-0.03868450039339103;-0.0720436783253463;-0.05814824881386644;1716323496008;Noise
24;11;0.0019425877600121027;0.0009360180091996037;-0.0009218464351326093;0.00013717419039902348;-0.054860739575137686;-0.038980521183510954;-0.07191283408435258;-0.05804334453901724;1716323496008;Noise
25;12;0.0019517691651092049;0.0007387976160816651;-0.0011599393439640346;9.571667357826806e-05;-0.054772238514174;-0.039250602007486354;-0.07177703073218415;-0.05794873995660778;1716323496023;Noise
26;12;0.0020071570967184196;0.0006591448305852069;-0.001390763960719862;-0.00010975571072997076;-0.054644827503993514;-0.03949474286531722;-0.07163932002956393;-0.0578640535965477;1716323496023;Noise
