_id;timestamp;experiment;O1;O2;T3;T4;timestamp_ms;label
;2024-02-21T22:41:27.103Z;1;0;0;0;0;1,70856E+12;Relax
;2024-02-21T22:41:27.119Z;1;0;0;0;0;1,70856E+12;Relax
;2024-02-21T22:41:27.124Z;1;0;0;0;0;1,70856E+12;Relax
;2024-02-21T22:41:27.130Z;1;0;0;0;0;1,70856E+12;Relax
;2024-02-21T22:41:27.135Z;1;0;0;0;0;1,70856E+12;Relax
;2024-02-21T22:41:27.140Z;1;0;0;0;0;1,70856E+12;Relax
;2024-02-21T22:41:27.145Z;1;0;0;0;0;1,70856E+12;Relax
;2024-02-21T22:41:27.150Z;1;0;0;0;0;1,70856E+12;Relax
;2024-02-21T22:41:27.156Z;1;0;0;0;0;1,70856E+12;Relax
;2024-02-21T22:41:27.163Z;1;0;0;0;0;1,70856E+12;Relax
;2024-02-21T22:41:27.170Z;1;0;0;0;0;1,70856E+12;Relax
;2024-02-21T22:41:27.178Z;1;0;0;0;0;1,70856E+12;Relax
;2024-02-21T22:41:27.185Z;1;0;0;0;0;1,70856E+12;Relax
;2024-02-21T22:41:27.192Z;1;0;0;0;0;1,70856E+12;Relax
;2024-02-21T22:41:27.199Z;1;0;0;0;0;1,70856E+12;Relax
;2024-02-21T22:41:27.208Z;1;0;0;0;0;1,70856E+12;Relax
;2024-02-21T22:41:27.215Z;1;0;0;0;0;1,70856E+12;Relax
;2024-02-21T22:41:27.221Z;1;0;0;0;0;1,70856E+12;Relax
;2024-02-21T22:41:27.228Z;1;0;0;0;0;1,70856E+12;Relax
;2024-02-21T22:41:27.235Z;1;0;0;0;0;1,70856E+12;Relax
;2024-02-21T22:41:27.242Z;1;0;0;0;0;1,70856E+12;Relax
;2024-02-21T22:41:27.249Z;1;0;0;0;0;1,70856E+12;Relax
;2024-02-21T22:41:27.256Z;1;0;0;0;0;1,70856E+12;Relax
;2024-02-21T22:41:27.263Z;1;0;0;0;0;1,70856E+12;Relax
;2024-02-21T22:41:27.269Z;1;0;0;0;0;1,70856E+12;Relax
;2024-02-21T22:41:27.276Z;1;0;0;0;0;1,70856E+12;Relax
;2024-02-21T22:41:27.283Z;1;0;0;0;0;1,70856E+12;Relax
;2024-02-21T22:41:27.290Z;1;0;0;0;0;1,70856E+12;Relax
;2024-02-21T22:41:27.297Z;1;0;0;0;0;1,70856E+12;Relax
;2024-02-21T22:41:27.304Z;1;0;0;0;0;1,70856E+12;Relax
;2024-02-21T22:41:27.311Z;1;0;0;0;0;1,70856E+12;Relax
;2024-02-21T22:41:27.318Z;1;0;0;0;0;1,70856E+12;Relax
;2024-02-21T22:41:27.326Z;1;0;0;0;0;1,70856E+12;Relax
;2024-02-21T22:41:27.333Z;1;0;0;0;0;1,70856E+12;Relax
;2024-02-21T22:41:27.339Z;1;0;0;0;0;1,70856E+12;Relax
