Timestamp;Numpack;O1;O2;T3;T4;O1_raw;O2_raw;T3_raw;T4_raw;Timestamp_ms;label;bipolar_left;bipolar_right
1;0;-0.05152701447598827;-0.0778009236509245;-0.10296852705367465;-0.12250864570081413;0;0;0;0;1718655996301;Noise;0.003764818093663599;0.01565598390926505
2;0;-0.12171041397982561;-0.11356542977373052;-0.10595800296253924;-0.10018927379153922;0;0;0;0;1718655996301;Noise;0.003770569063339807;-0.006116382519561064
3;1;-0.09658477723131231;-0.09720774798915577;-0.09809119435635139;-0.09931552109829206;0;0;0;0;1718655996380;Noise;-0.0011344046459696444;0.0003221780642839872
4;1;-0.09174461593719735;-0.0892816031451841;-0.08720543882050334;-0.08560497435457898;0;0;0;0;1718655996380;Noise;-0.0003867495402170712;-0.0030731453144642595
5;2;-0.07792121130047154;-0.07552229941222285;-0.07358910062701784;-0.0725299478749864;0;0;0;0;1718655996380;Noise;-0.0009675377089358866;-0.0019300144775084016
6;2;-0.065169579563441;-0.06292224059104429;-0.061346067656464866;-0.06055358374145052;0;0;0;0;1718655996395;Noise;-0.0006819409402701038;-0.00223446297698629
7;3;-0.05379359065316337;-0.05161085797569298;-0.0497850734722092;-0.04889863623621072;0;0;0;0;1718655996395;Noise;-0.0008979203886492412;-0.0018308699635756695
8;3;-0.042770207109258954;-0.04077201242899499;-0.039246763560499665;-0.038536441591397;0;0;0;0;1718655996411;Noise;-0.00047188824069462065;-0.001982499226600244
9;4;-0.03279782788952153;-0.03095527803729496;-0.029508530047422935;-0.028792330203048416;0;0;0;0;1718655996411;Noise;-0.00047210289997671323;-0.0018497736572984022
10;4;-0.02355526374951258;-0.02168222523038778;-0.020390407761677207;-0.019923845324004798;0;0;0;0;1718655996441;Noise;-0.0003043884473923307;-0.0017310324881097024
11;5;-0.015110354145801402;-0.013351105368791055;-0.012100470214292756;-0.011684129695962013;0;0;0;0;1718655996441;Noise;-0.0003242795560506988;-0.0016009469475349106
12;5;-0.007379322925870504;-0.005673013825241592;-0.0044815280986583595;-0.004181809619751538;0;0;0;0;1718655996457;Noise;-0.0002156441499174145;-0.0014914077736126428
13;6;-0.0003024113260452507;0.0012651132904261321;0.0023634816888983253;0.002615074255116572;0;0;0;0;1718655996457;Noise;-0.00012195023779215663;-0.0014479610057082336
14;6;0.006080025383305392;0.007579256475033974;0.00860221397437421;0.008770029867848719;0;0;0;0;1718655996457;Noise;-2.4780130454002923e-05;-0.0013635577562644517
15;7;0.011862205826735445;0.013271567049774965;0.014197773277802039;0.014294413734439832;0;0;0;0;1718655996457;Noise;6.857160691523499e-05;-0.0013114993701754656
16;7;0.0170270109779456;0.018378547069657587;0.019236591916150972;0.0192555857099449;0;0;0;0;1718655996457;Noise;0.00013196723031325824;-0.00122240456061227
17;8;0.021637891387838823;0.022925046326488365;0.023707017581636545;0.023644675586170033;0;0;0;0;1718655996488;Noise;0.00020010799837583831;-0.0011502271044164757
18;8;0.025687542852996074;0.026911662006408873;0.027637519240379497;0.02750672681118886;0;0;0;0;1718655996488;Noise;0.0002522711519510057;-0.0010705434618590373
19;9;0.029224510769241957;0.030382907899570467;0.031049473322602442;0.030857904840609116;0;0;0;0;1718655996488;Noise;0.0003197120883795049;-0.0010123235542324853
20;9;0.03228390759589353;0.033378039563808415;0.033989849522978496;0.03374975900960276;0;0;0;0;1718655996488;Noise;0.00038143674025031826;-0.0009611086610460118
21;10;0.034899171586718736;0.03593722104242405;0.03649192467624594;0.03620155614076012;0;0;0;0;1718655996504;Noise;0.0004447542247001113;-0.000911525344646516
22;10;0.037083455781713126;0.03806380670936474;0.038558917915804826;0.03821442884817797;0;0;0;0;1718655996504;Noise;0.0004970356366682041;-0.0008552766587362551
23;11;0.038848222632587574;0.03978213110214797;0.04022625128254868;0.03982866898791137;0;0;0;0;1718655996520;Noise;0.0005447215604409486;-0.0008024820687643416
24;11;0.04023173828897425;0.04111973067770361;0.041516798667221654;0.04106991673363364;0;0;0;0;1718655996520;Noise;0.0005878335453095435;-0.0007548985497397714
25;12;0.041265975633666574;0.04211641800256951;0.04247788077841609;0.04199330876414871;0;0;0;0;1718655996568;Noise;0.0006294872718127092;-0.0007154134849311905
26;12;0.0419898033124089;0.04279909259141095;0.04312400697009659;0.042605776180422446;0;0;0;0;1718655996568;Noise;0.0006693483570095471;-0.0006761811516766275
27;13;0.04241415144757877;0.04318272360378474;0.043469335557897705;0.04291680644911999;0;0;0;0;1718655996568;Noise;0.0007068380724881904;-0.0006381923235356524
28;13;0.04255415485479298;0.04328579973893876;0.043534269726029334;0.04294652160135254;0;0;0;0;1718655996568;Noise;0.000741507832377572;-0.0006042834073880371
29;14;0.042429831435997455;0.04313023853946714;0.04334536957732067;0.04272492277841072;0;0;0;0;1718655996568;Noise;0.0007725338985249269;-0.0005739429404860094
30;14;0.04206736672717104;0.04274246388522536;0.04293233358015283;0.04228661028021871;0;0;0;0;1718655996568;Noise;0.0008007006392434513;-0.0005459268285157026
31;15;0.041500002344274964;0.04214935859961966;0.04231507904720643;0.04164599342601982;0;0;0;0;1718655996583;Noise;0.0008249465720923319;-0.0005186007247578173
32;15;0.040737819668083416;0.04136128993597113;0.04150322618196323;0.040812592530081335;0;0;0;0;1718655996583;Noise;0.0008479579919155877;-0.0004932840729679477
33;16;0.039788943818762024;0.040385131756955066;0.04050133552960854;0.039788114674067745;0;0;0;0;1718655996583;Noise;0.0008692438793683685;-0.0004688233875297862
34;16;0.03867425798499653;0.0392525952323072;0.03935003833645095;0.03861856363150447;0;0;0;0;1718655996598;Noise;0.0008882782668149375;-0.00045223872144713184
35;17;0.03742857719750863;0.03799386864803957;0.03807741231356161;0.03733210962436783;0;0;0;0;1718655996598;Noise;0.0009050465725970736;-0.0004384729158501688
36;17;0.0360680610310596;0.036617986016698245;0.03668694181040254;0.03592885461739098;0;0;0;0;1718655996598;Noise;0.0009191456386663591;-0.0004227785332966
37;18;0.034600374800897206;0.035137021684119016;0.03519463704121128;0.03442736938740009;0;0;0;0;1718655996614;Noise;0.0009306171309950706;-0.0004084743472656596
38;18;0.033036607778785164;0.03355640000257352;0.03359855800407947;0.03281832500261422;0;0;0;0;1718655996630;Noise;0.000940087716513438;-0.0003931424282940868
39;19;0.03138353353669503;0.03189405171710516;0.03192625599633693;0.031136617821695103;0;0;0;0;1718655996630;Noise;0.0009491156726716792;-0.0003851881962665983
40;19;0.02966844087274697;0.030173338799538863;0.030200385114077057;0.029406604532555048;0;0;0;0;1718655996630;Noise;0.0009566268263108968;-0.000379614269776115
41;20;0.027909583080660733;0.028408616995570256;0.028431685868140637;0.02763588470422603;0;0;0;0;1718655996630;Noise;0.0009613385776487265;-0.0003724703313283291
42;20;0.026112459060931355;0.02660360414913426;0.026620374338580284;0.025820931496272546;0;0;0;0;1718655996645;Noise;0.0009645219002241204;-0.0003648099817397145
43;21;0.024279948701943107;0.024764468550102697;0.024774782802977274;0.02397056032669886;0;0;0;0;1718655996645;Noise;0.0009664483024070004;-0.0003600742979855097
44;21;0.022421650933180607;0.022904085020934176;0.022911485701451496;0.022104706209245657;0;0;0;0;1718655996645;Noise;0.0009681713763613417;-0.0003590957377028782
45;22;0.02055837123917344;0.021042330287162403;0.021051253490544874;0.02024634818467918;0;0;0;0;1718655996706;Noise;0.0009682932462197931;-0.0003606017793811797
46;22;0.018708845581908953;0.019194963779065;0.019207052862749173;0.018406441317211357;0;0;0;0;1718655996706;Noise;0.000966319020368079;-0.0003620687084920915
47;23;0.016872892713042084;0.017356761270136474;0.017368325360567233;0.016569816669340397;0;0;0;0;1718655996754;Noise;0.0009635524427003515;-0.00036075747772086955
48;23;0.015049017203947704;0.015533543340523221;0.015545720582295247;0.014748713165985142;0;0;0;0;1718655996770;Noise;0.000959808258902994;-0.0003623056804912296
49;24;0.013244606464156004;0.013732187948883586;0.01374699956278396;0.012953419407183302;0;0;0;0;1718655996770;Noise;0.0009565008965432466;-0.0003659069799687737
50;24;0.011477330408020153;0.011970326392563495;0.011990552945168584;0.01120268081677943;0;0;0;0;1718655996770;Noise;0.0009508649397398129;-0.0003718663779721989
51;25;0.00974751455579773;0.010244835576109081;0.010271355678928128;0.009491898896390018;0;0;0;0;1718655996770;Noise;0.0009457935036797389;-0.00037489321616104854
52;25;0.008060761934978903;0.008559275980877436;0.008588968684746085;0.007815724552667052;0;0;0;0;1718655996770;Noise;0.0009382312780819796;-0.00037683013894703604
53;26;0.0064193475610614045;0.006922274243556651;0.006956272375461309;0.006188422507455337;0;0;0;0;1718655996770;Noise;0.0009300800435969739;-0.00038292106589342314
54;26;0.004829873181140082;0.005339647995748474;0.005379684937815648;0.004617875558547212;0;0;0;0;1718655996770;Noise;0.0009225828655368157;-0.0003909312660817124
55;27;0.0033029047881411792;0.003823382057846673;0.00387369430182231;0.0031218554870572003;0;0;0;0;1718655996770;Noise;0.0009150376099918019;-0.00040086599444864087
56;27;0.0018415924538335887;0.002366854923708202;0.002423523197916015;0.0016804576056974863;0;0;0;0;1718655996770;Noise;0.0009066090682411733;-0.0004062378621886596
57;28;0.0004397318389997403;0.0009712606287181672;0.0010357274715141625;0.000302139732777734;0;0;0;0;1718655996770;Noise;0.00089689470099294;-0.00041237028410954477
58;28;-0.0008985791957901371;-0.00036169860430839806;-0.00029226703124534694;-0.0010199960094232205;0;0;0;0;1718655996770;Noise;0.0008875959606112087;-0.0004190461904226999
59;29;-0.002174700299470087;-0.0016288031587695826;-0.0015512778955075026;-0.002270847250131573;0;0;0;0;1718655996786;Noise;0.0008789628261412995;-0.0004293389913771718
60;29;-0.0033815669572149322;-0.0028269829643352037;-0.002740201695444472;-0.003449692716848877;0;0;0;0;1718655996786;Noise;0.0008699271370524952;-0.00043804558200352065
61;30;-0.004514834757286346;-0.003951516116342511;-0.003854763853389647;-0.004552990405480768;0;0;0;0;1718655996802;Noise;0.000860036759232124;-0.00044625884755350367
62;30;-0.005573993442300187;-0.00500300533753051;-0.004897169845666106;-0.005584699314602351;0;0;0;0;1718655996818;Noise;0.0008498761536851057;-0.0004534296529656199
63;31;-0.006562768258338356;-0.005985653519234715;-0.0058735152364609595;-0.006553649540611298;0;0;0;0;1718655996818;Noise;0.0008397241220357669;-0.00046032304313987134
64;31;-0.007484794239539607;-0.006899815642243043;-0.006781122784866164;-0.007454757112539806;0;0;0;0;1718655996818;Noise;0.0008301875891788156;-0.000470025904204514
65;32;-0.008338808253485562;-0.0077434574117452555;-0.007614242443417419;-0.008276883623536183;0;0;0;0;1718655996818;Noise;0.0008214401638746132;-0.00048048704629721425
66;32;-0.009116133872034918;-0.008513017518972486;-0.008374825101768592;-0.009027068919764042;0;0;0;0;1718655996833;Noise;0.0008113400506823583;-0.0004881399352237095
67;33;-0.009825480976655927;-0.009216241656107863;-0.009070753632162129;-0.009713947584603536;0;0;0;0;1718655996833;Noise;0.0008016765237847702;-0.0004946925729849751
68;33;-0.010470642595986082;-0.009855209027782204;-0.009702960974468688;-0.01033799204035395;0;0;0;0;1718655996833;Noise;0.0007918552309841252;-0.0005016984422973325
69;34;-0.011046905933193584;-0.01042336271250734;-0.01026399625696926;-0.01089195492920833;0;0;0;0;1718655996833;Noise;0.0007820387536091513;-0.0005113257214588319
70;34;-0.011558282174931179;-0.010926051476861131;-0.010757973727685163;-0.011376569297592117;0;0;0;0;1718655996833;Noise;0.0007738181148180586;-0.0005203286492887552
71;35;-0.011999539505263628;-0.011358619778090067;-0.011180756085603134;-0.011788545278449861;0;0;0;0;1718655996848;Noise;0.0007644996580486816;-0.0005281850029244233
72;35;-0.012375776693387514;-0.01173021620527804;-0.011546197737100935;-0.012146148625532552;0;0;0;0;1718655996848;Noise;0.0007554099378144687;-0.000533154359523386
73;36;-0.012698449459609051;-0.01204773422857188;-0.011858112596319581;-0.01245135569608209;0;0;0;0;1718655996880;Noise;0.0007472057246154431;-0.0005389727371222473
74;36;-0.012963807886255;-0.012306485093594452;-0.012111249008255357;-0.012698693725811712;0;0;0;0;1718655996880;Noise;0.0007392820861217026;-0.0005472913950027268
75;37;-0.013173109825206784;-0.01250769509792604;-0.01230402864130806;-0.012882440503945457;0;0;0;0;1718655996880;Noise;0.0007319870179779957;-0.0005554515295363403
76;37;-0.01332180020841865;-0.012649786362935723;-0.012438008902219968;-0.013007262731149556;0;0;0;0;1718655996880;Noise;0.0007237296427501719;-0.0005609407215557988
77;38;-0.013417818606957102;-0.012742161561467878;-0.012525493765154655;-0.013088266076463606;0;0;0;0;1718655996896;Noise;0.0007162007441682341;-0.0005646326769676979
78;38;-0.013468668063098974;-0.012788803557366894;-0.012567729653170212;-0.01312529260724968;0;0;0;0;1718655996896;Noise;0.0007091662241849542;-0.0005697895691109678
79;39;-0.013471433969732365;-0.012785260996711302;-0.012559120855619612;-0.013112047468083771;0;0;0;0;1718655996896;Noise;0.0007024363137533036;-0.0005770132441710509
80;39;-0.01342453167749256;-0.012731518934673093;-0.012499132911792013;-0.013045755586310583;0;0;0;0;1718655996912;Noise;0.0006963617737134973;-0.0005847555947651132
81;40;-0.013332557494689708;-0.012635332888914299;-0.012397478290679215;-0.012937233293552692;0;0;0;0;1718655996944;Noise;0.0006903152935931675;-0.0005889825420228104
82;40;-0.013205291116809972;-0.012506131062144238;-0.012264767030938222;-0.012799212558886747;0;0;0;0;1718655996944;Noise;0.0006847000836728238;-0.0005905381180880062
83;41;-0.013045795104953782;-0.012344988440513372;-0.012102112641783888;-0.012634296576444175;0;0;0;0;1718655996944;Noise;0.0006789448521280148;-0.0005935064390853815
84;41;-0.012857173015746385;-0.012152602233617953;-0.01190709353281348;-0.012436962269709688;0;0;0;0;1718655996960;Noise;0.0006744463599303637;-0.0005990290211980529
85;42;-0.012632393199245882;-0.011920116891626859;-0.01166738388085744;-0.012190529715962163;0;0;0;0;1718655996960;Noise;0.000670374832779732;-0.0006060808084219407
86;42;-0.012369195848739314;-0.011655032185125303;-0.011399299269576956;-0.011917968364133199;0;0;0;0;1718655996960;Noise;0.0006659944913726609;-0.0006080839463263894
87;43;-0.012083437337173977;-0.011367980566964229;-0.011109350911906188;-0.011623515665121474;0;0;0;0;1718655996960;Noise;0.0006616665835887346;-0.0006089080807101452
88;43;-0.011775730929214327;-0.011059433664923261;-0.010799287288963354;-0.011310881901104441;0;0;0;0;1718655996960;Noise;0.0006575107511655274;-0.0006099178454985928
89;44;-0.011445219445292337;-0.010726591988526903;-0.010465092233757724;-0.010975579873801402;0;0;0;0;1718655996976;Noise;0.0006538433252318895;-0.000613661420383365
90;44;-0.011092650401508709;-0.010368756249787482;-0.010102326890874192;-0.01060815560778449;0;0;0;0;1718655996976;Noise;0.0006515460424746881;-0.0006183346452426804
91;45;-0.01071481151886284;-0.009990106031592482;-0.00972170981246252;-0.010224267351778227;0;0;0;0;1718655996976;Noise;0.0006483477939334768;-0.0006191156338986956
92;45;-0.010323210016603194;-0.009598616489948085;-0.009329228587999203;-0.009829438921748717;0;0;0;0;1718655996976;Noise;0.0006453861581949445;-0.0006191738941946721
93;46;-0.009924424707271635;-0.009202437964396848;-0.00893576823047518;-0.00943748073714372;0;0;0;0;1718655996992;Noise;0.0006430419627396072;-0.0006186039284336517
94;46;-0.009519583976062947;-0.008794428417741924;-0.008525794582453389;-0.009026348756301754;0;0;0;0;1718655996992;Noise;0.0006413871375618788;-0.0006225907165621405
95;47;-0.009099319641023966;-0.008371140607269746;-0.00809954354077346;-0.008597397410094078;0;0;0;0;1718655996992;Noise;0.0006400941005811518;-0.000624886757859858
96;47;-0.008662911532689908;-0.007933328587621833;-0.007659856689474936;-0.008155438088705887;0;0;0;0;1718655997008;Noise;0.0006383269184204662;-0.0006259152635066604
97;48;-0.008222959563600678;-0.00749557908959764;-0.0072228757711502;-0.007717418167920673;0;0;0;0;1718655997008;Noise;0.000637364107226349;-0.0006240179648486135
98;48;-0.007792694437923353;-0.007070574017736847;-0.006802025363468388;-0.007298290483714102;0;0;0;0;1718655997024;Noise;0.0006364459112936181;-0.0006200881739550183
99;49;-0.007364491000560626;-0.006641266861314164;-0.006372884016290851;-0.00687006681974757;0;0;0;0;1718655997024;Noise;0.0006347721806274527;-0.0006225772502494349
100;49;-0.006928891853842192;-0.006201600306193502;-0.0059298076364782465;-0.006424698170020892;0;0;0;0;1718655997024;Noise;0.0006348904069021066;-0.0006255877775496622
101;50;-0.0064850003850721585;-0.005758448049636684;-0.005486469769125398;-0.005980096122263098;0;0;0;0;1718655997024;Noise;0.0006346752193101242;-0.0006244930554332954
102;50;-0.006043227600787777;-0.005319496733319955;-0.005049120511290653;-0.005542748249078649;0;0;0;0;1718655997024;Noise;0.0006337472595332504;-0.0006225213972287386
103;51;-0.0056113123457264165;-0.004890658082861794;-0.0046229027856391075;-0.0051181529261488095;0;0;0;0;1718655997024;Noise;0.000633504953568312;-0.0006201483267743932
104;51;-0.005186600864601581;-0.004466269593745301;-0.004200316623205693;-0.004698104103852706;0;0;0;0;1718655997040;Noise;0.0006338107985225314;-0.0006206436867870436
105;52;-0.004769538957129442;-0.004048705477548393;-0.0037822534496505565;-0.004279255735350954;0;0;0;0;1718655997040;Noise;0.0006351269172601036;-0.0006209694192423976
