Timestamp;Numpack;O1;O2;T3;T4;Timestamp_ms;label
1;0;-0.0029354241254654846;-0.012866426111385054;-0.027927249181180468;-0.04603843794533079;1709588243898;Noise
2;0;-0.06612745809200282;-0.07766886038858795;-0.07057082136500192;-0.05033004288521292;1709588243898;Noise
3;1;-0.027752898938441017;-0.006332600873441674;0.010674136609941876;0.01614801813090816;1709588243992;Noise
4;1;0.011935723242529228;0.011348313248410236;0.019852126814424054;0.02783638091554419;1709588243992;Noise
5;2;0.029324267193887366;0.031128531100686807;0.03677881548345763;0.03898762509930709;1709588243992;Noise
6;2;0.03538205970955577;0.034420093654321526;0.038481620225682356;0.038290186236304535;1709588243992;Noise
7;3;0.031139111241293982;0.027197088454406604;0.030470454196326102;0.03106641314598413;1709588243992;Noise
8;3;0.024029042551022783;0.018421157003243316;0.019601835936118306;0.019595479635782453;1709588243992;Noise
9;4;0.013497751589436557;0.008801732634463377;0.009860203705909232;0.009238414599828992;1709588244008;Noise
10;4;0.003015397467534875;-0.0010728698169240047;0.0009488869293914348;0.001230317253840152;1709588244008;Noise
11;5;-0.004452590143948498;-0.00841949582608259;-0.006229207386468261;-0.00511170835045327;1709588244008;Noise
12;5;-0.009409576590466706;-0.012317710250826952;-0.009884205818421421;-0.008766090555882178;1709588244008;Noise
13;6;-0.0124690256709441;-0.014193106704295189;-0.010746451796708967;-0.00929266902284348;1709588244008;Noise
14;6;-0.013041837899376546;-0.014558061421167251;-0.01042776161791556;-0.008188528668765294;1709588244024;Noise
15;7;-0.011545991666230937;-0.013129397665141762;-0.009109946233807342;-0.006632131602808844;1709588244024;Noise
16;7;-0.00950293321335538;-0.010771308984873107;-0.006771752455531077;-0.004410765438469855;1709588244024;Noise
17;8;-0.007257725941986259;-0.008376923172677242;-0.004215484088798904;-0.0017628218967518094;1709588244024;Noise
18;8;-0.00467274502868531;-0.006007884324435608;-0.002021355015697668;0.0004748632044553891;1709588244024;Noise
19;9;-0.0023089647306601124;-0.0037475886987647367;-0.0001328986586623393;0.0020412985787228166;1709588244040;Noise
20;9;-0.0007902951557679505;-0.0021816429244667646;0.0012911274314972299;0.0031531864333845805;1709588244040;Noise
21;10;6.505519521993186e-05;-0.00142888525746937;0.0020218063552597254;0.0038488713357155147;1709588244056;Noise
22;10;0.0006561038453524043;-0.0010075646097068708;0.0023095574413355274;0.004129679384919663;1709588244056;Noise
23;11;0.000987786655832816;-0.0007176440283420023;0.0024444979548453663;0.004120303975181129;1709588244056;Noise
24;11;0.0009255114057317229;-0.000795062877273725;0.0023150130106951577;0.00390857810919093;1709588244056;Noise
25;12;0.0006311343624235202;-0.0011769973620411323;0.0018630031110250037;0.003458075151112794;1709588244056;Noise
26;12;0.00021996173923709283;-0.0016174695555761787;0.0013368284608412523;0.0029292458209916536;1709588244056;Noise
27;13;-0.00019665128830455986;-0.0019397453991149421;0.001016573546961115;0.002599004801319263;1709588244056;Noise
28;13;-0.00047707533786779666;-0.002151625372642723;0.0008373311801919518;0.002428851522674469;1709588244072;Noise
29;14;-0.0006383935415741095;-0.002315631994267776;0.0006606635536205649;0.0022653827791454476;1709588244072;Noise
30;14;-0.0007653820527027105;-0.0024483004392747837;0.0004618577581447861;0.002023157018059746;1709588244072;Noise
31;15;-0.0009768050477730397;-0.0026153050148756546;0.00030611527567676877;0.0018891874053268837;1709588244072;Noise
32;15;-0.001054483935240498;-0.0026468387792676906;0.00030054965519932253;0.0019320027793083075;1709588244072;Noise
33;16;-0.0009478400014326233;-0.0025153174689093796;0.00042128597057796563;0.002062377932759929;1709588244088;Noise
34;16;-0.0007821982717579959;-0.002347562102255854;0.0005355443215995653;0.0021245741587405872;1709588244104;Noise
35;17;-0.0007290116701560434;-0.002303077965124828;0.0005325140241723841;0.002079266670314245;1709588244120;Noise
36;17;-0.000774291755219085;-0.0023460773215457018;0.0004743988792457049;0.0020377542409627594;1709588244168;Noise
37;18;-0.0007589004599274224;-0.0022936189914187985;0.0005311338491183204;0.00211738603353831;1709588244168;Noise
38;18;-0.0006296076795399841;-0.0021394216954622666;0.0006679439023047282;0.0022335216288170423;1709588244168;Noise
39;19;-0.0005158077403238717;-0.002037334869950294;0.0007301659815675612;0.0022574414009476212;1709588244184;Noise
40;19;-0.0005080720955419268;-0.002055954823842278;0.000659074539416965;0.002155229809400562;1709588244184;Noise
41;20;-0.0005970766317077297;-0.002137385597736109;0.0005582262173700475;0.002061000375578978;1709588244200;Noise
42;20;-0.0006403039543405181;-0.002138934056553868;0.0005694544146183991;0.0020956876055759424;1709588244216;Noise
43;21;-0.0005643033486141188;-0.0020443516434370257;0.0006505673027022707;0.002166111124321489;1709588244232;Noise
44;21;-0.000489022992737502;-0.0019763367843289303;0.000686730116654502;0.0021761537839714296;1709588244232;Noise
45;22;-0.00048281817413078215;-0.001989135049286009;0.0006168838558215511;0.0020583468713357422;1709588244232;Noise
46;22;-0.0006037632541304461;-0.002103163664891161;0.0004981992483108419;0.001960011242849738;1709588244232;Noise
47;23;-0.0006501377024642763;-0.0021149225005362565;0.0004940614062708959;0.0019790445732567816;1709588244232;Noise
48;23;-0.0005867960946011608;-0.002025184724253233;0.00058336418989266;0.0020690362821138286;1709588244232;Noise
49;24;-0.00048751790459410776;-0.0019350664719279473;0.0006332571247600963;0.0020787636159683084;1709588244232;Noise
50;24;-0.000494289407564942;-0.001962910301162496;0.0005583879653292753;0.001968959127674072;1709588244232;Noise
51;25;-0.0006009878934306809;-0.0020634630227971754;0.00045141441380034536;0.0018824438917652078;1709588244232;Noise
52;25;-0.0006332752870968975;-0.002055872721152839;0.0004714779718097972;0.0019245173019573555;1709588244232;Noise
53;26;-0.0005523824321436582;-0.001953424166656545;0.0005686077636034015;0.0020151501253774864;1709588244232;Noise
54;26;-0.0004600508951783794;-0.0018740790038291669;0.0006092779196733497;0.002018370455401458;1709588244232;Noise
55;27;-0.00047348538550703173;-0.0019070407352963087;0.0005377324282666643;0.0019230471958511727;1709588244232;Noise
56;27;-0.0005581581719843048;-0.0019842952691283;0.00044737550120432443;0.0018397761067977178;1709588244232;Noise
57;28;-0.0005995151183062833;-0.00198730645471127;0.00046660018857145463;0.0018911045621500845;1709588244232;Noise
58;28;-0.0005085676625274128;-0.0018825326589110916;0.0005557991056743782;0.00196487559651368;1709588244232;Noise
59;29;-0.00043799114518937657;-0.0018215120529206617;0.0005896188326972272;0.0019734339293220778;1709588244232;Noise
60;29;-0.0004386251836562792;-0.0018407514485809205;0.0005239788744600439;0.0018693433719424168;1709588244232;Noise
61;30;-0.0005446137594759884;-0.0019404838270833634;0.0004212346369346885;0.00178452986283386;1709588244232;Noise
62;30;-0.0005858954364064035;-0.0019523115159134352;0.0004187702407721511;0.0018064061085866431;1709588244232;Noise
63;31;-0.0005208603148861048;-0.001855905981775853;0.0005267901232195692;0.0019226618022495853;1709588244232;Noise
64;31;-0.0003976749649576457;-0.0017465518339712348;0.0005928504798935891;0.0019408450010638713;1709588244232;Noise
65;32;-0.00040905939509487677;-0.0017871986744914976;0.000506120265920465;0.001821185587703781;1709588244248;Noise
66;32;-0.0005273741816553962;-0.0018994309506869915;0.0003916401823384798;0.0017288670444090652;1709588244296;Noise
