experiment;timestamp;timestamp_ms;signal_eeg_01;signal_eeg_02;signal_eeg_t3;signal_eeg_t4;resistance_eeg_01;resistance_eeg_02;resistance_eeg_t3;resistance_eeg_t4;label
20240130101353;20240130_10:57:42,680;1706651862680;-1,30652;-1,76924;-1,22665;-1,21377;;;;;RELAX
20240130101353;20240130_10:57:42,694;1706651862694;-2,58272;-2,51607;-1,13369;-1,98624;;;;;RELAX
20240130101353;20240130_10:57:42,711;1706651862711;-2,33499;-0,23662;-1,67007;-1,64477;;;;;RELAX
20240130101353;20240130_10:57:42,728;1706651862728;-2,90335;-0,02351;-1,96909;-0,18027;;;;;RELAX
20240130101353;20240130_10:57:42,744;1706651862744;-2,12309;-2,20355;-2,08333;-1,96299;;;;;RELAX
20240130101353;20240130_10:57:42,762;1706651862762;-2,56162;-2,81941;-2,62934;-0,17722;;;;;RELAX
20240130101353;20240130_10:57:42,776;1706651862776;-1,18132;-2,14442;-2,34089;-1,18078;;;;;RELAX
20240130101353;20240130_10:57:42,793;1706651862793;0,281828;-0,327319;-0,233612;-0,800728;;;;;RELAX
20240130101353;20240130_10:57:42,809;1706651862809;-0,386059;-0,594085;-0,931819;-0,932329;;;;;RELAX
20240130101353;20240130_10:57:42,827;1706651862827;-2,69164;-3,12659;-1,99043;-1,77971;;;;;RELAX
20240130101353;20240130_10:57:42,844;1706651862844;-1,60852;-1,81818;-1,36241;-1,11724;;;;;RELAX
20240130101353;20240130_10:57:42,862;1706651862862;-0,008417;-1,48463;-0,862265;-0,961288;;;;;RELAX
20240130101353;20240130_10:57:42,877;1706651862877;-1,29322;-1,35203;-0,572862;-0,728111;;;;;RELAX
20240130101353;20240130_10:57:42,894;1706651862894;-1,63455;-1,46001;-1,16415;-0,144885;;;;;RELAX
20240130101353;20240130_10:57:42,912;1706651862912;-0,569244;-0,094487;-0,046713;-0,043756;;;;;RELAX
20240130101353;20240130_10:57:42,931;1706651862931;-0,765302;-0,779233;-0,030536;-0,043756;;;;;RELAX
20240130101353;20240130_10:57:42,946;1706651862946;-0,634979;-0,13632;-1,18136;-0,058478;;;;;RELAX
20240130101353;20240130_10:57:42,964;1706651862964;-0,021982;-0,647383;-0,992865;-0,850348;;;;;RELAX
20240130101353;20240130_10:57:42,976;1706651862976;0,327919;-0,304914;-0,357973;-0,527796;;;;;RELAX
20240130101353;20240130_10:57:42,993;1706651862993;0,826823;-0,304914;-0,357973;-0,527796;;;;;RELAX
20240130101353;20240130_10:57:43,011;1706651863011;-0,384095;-0,223126;-1,26607;-0,160754;;;;;RELAX
20240130101353;20240130_10:57:43,026;1706651863026;0,996602;0,619546;-0,0151311;0,607914;;;;;RELAX
20240130101353;20240130_10:57:43,043;1706651863043;0,13717;1,17388;0,561438;0,654415;;;;;RELAX
20240130101353;20240130_10:57:43,059;1706651863059;0,625307;1,61793;-0,194718;0,133725;;;;;RELAX
20240130101353;20240130_10:57:43,077;1706651863077;0,0046596;0,347196;-1,00768;-0,481715;;;;;RELAX
20240130101353;20240130_10:57:43,094;1706651863094;0,240997;0,486925;-0,829639;-0,043186;;;;;RELAX
20240130101353;20240130_10:57:43,112;1706651863112;0,00574672;0,679214;0,109517;0,040905;;;;;RELAX
20240130101353;20240130_10:57:43,126;1706651863126;1,21147;-0,154493;0,0940912;-0,0121847;;;;;RELAX
20240130101353;20240130_10:57:43,144;1706651863144;0,260864;1,00815;-0,174665;0,529415;;;;;RELAX
