experiment;timestamp;timestamp_ms;signal_eeg_01;signal_eeg_02;signal_eeg_t3;signal_eeg_t4;resistance_eeg_01;resistance_eeg_02;resistance_eeg_t3;resistance_eeg_t4;label
20240130101353;20240130_10:57:53,410;1706651873410;5,57216;5,33211;4,95168;4,23974;;;;;BLINK_TWICE
20240130101353;20240130_10:57:53,429;1706651873429;5,92166;6,40371;5,93539;5,45449;;;;;BLINK_TWICE
20240130101353;20240130_10:57:53,451;1706651873451;5,78505;6,12598;5,35773;4,50136;;;;;BLINK_TWICE
20240130101353;20240130_10:57:53,461;1706651873461;4,43686;4,23106;4,40646;3,30176;;;;;BLINK_TWICE
20240130101353;20240130_10:57:53,476;1706651873476;3,98622;3,81461;3,88681;3,50487;;;;;BLINK_TWICE
20240130101353;20240130_10:57:53,492;1706651873492;3,18709;2,88547;2,34639;2,11121;;;;;BLINK_TWICE
20240130101353;20240130_10:57:53,512;1706651873512;1,42923;2,18941;2,90898;0,624737;;;;;BLINK_TWICE
20240130101353;20240130_10:57:53,526;1706651873526;2,88301;2,28591;2,37098;1,04465;;;;;BLINK_TWICE
20240130101353;20240130_10:57:53,545;1706651873545;2,55702;0,19858;2,12797;1,25092;;;;;BLINK_TWICE
20240130101353;20240130_10:57:53,561;1706651873561;0,26786;0,22001;2,80111;1,60084;;;;;BLINK_TWICE
20240130101353;20240130_10:57:53,577;1706651873577;1,96183;2,34163;0,19075;0,833001;;;;;BLINK_TWICE
20240130101353;20240130_10:57:53,592;1706651873592;0,27535;1,68792;1,92733;0,382099;;;;;BLINK_TWICE
20240130101353;20240130_10:57:53,616;1706651873616;2,41316;0,126857;0,830106;-0,364575;;;;;BLINK_TWICE
20240130101353;20240130_10:57:53,626;1706651873626;-2,89206;-3,64215;-2,75098;-3,58496;;;;;BLINK_TWICE
20240130101353;20240130_10:57:53,643;1706651873643;-8,01959;-0,81293;-7,09231;-6,86588;;;;;BLINK_TWICE
20240130101353;20240130_10:57:53,660;1706651873660;-0,88097;-9,20594;-8,78739;-8,04818;;;;;BLINK_TWICE
20240130101353;20240130_10:57:53,677;1706651873677;-0,000105711;-9,41267;-9,66206;-8,40416;;;;;BLINK_TWICE
20240130101353;20240130_10:57:53,695;1706651873695;-0,99027;-0,000100625;-0,00010022;-8,69951;;;;;BLINK_TWICE
20240130101353;20240130_10:57:53,711;1706651873711;-9,33848;-8,83413;-8,29777;-7,40132;;;;;BLINK_TWICE
20240130101353;20240130_10:57:53,727;1706651873727;-7,90159;-6,43655;-7,84484;-5,77055;;;;;BLINK_TWICE
20240130101353;20240130_10:57:53,745;1706651873745;-5,51189;-4,78295;-5,24972;-4,54369;;;;;BLINK_TWICE
20240130101353;20240130_10:57:53,765;1706651873765;-5,09768;-4,81609;-4,29945;-4,09748;;;;;BLINK_TWICE
20240130101353;20240130_10:57:53,777;1706651873777;-5,01381;-4,32898;-3,86722;-3,56559;;;;;BLINK_TWICE
20240130101353;20240130_10:57:53,792;1706651873792;-4,86129;-0,34662;-3,17675;-0,17523;;;;;BLINK_TWICE
20240130101353;20240130_10:57:53,810;1706651873810;-2,74881;-1,54049;-0,33724;-0,14549;;;;;BLINK_TWICE
20240130101353;20240130_10:57:53,827;1706651873827;-1,19905;-0,351415;-1,28055;-0,177645;;;;;BLINK_TWICE
20240130101353;20240130_10:57:53,844;1706651873844;0,711351;1,39564;0,0529879;1,24232;;;;;BLINK_TWICE
20240130101353;20240130_10:57:53,861;1706651873861;0,711351;1,39564;0,0529879;1,24232;;;;;BLINK_TWICE
20240130101353;20240130_10:57:53,876;1706651873876;4,57446;4,36078;4,47986;4,82379;;;;;BLINK_TWICE
20240130101353;20240130_10:57:53,894;1706651873894;6,07904;5,38097;5,50162;5,73169;;;;;BLINK_TWICE
20240130101353;20240130_10:57:53,909;1706651873909;8,54276;8,25953;6,13551;5,73169;;;;;BLINK_TWICE
20240130101353;20240130_10:57:53,927;1706651873927;8,57393;7,92037;6,24408;7,26237;;;;;BLINK_TWICE
20240130101353;20240130_10:57:53,944;1706651873944;8,37366;8,56017;6,56979;7,27091;;;;;BLINK_TWICE
